theta1,theta2,theta3,cluster
48.18293821322993,61.52349695250638,61.49938421895447,8
51.05622078193539,56.86056929570416,68.3426997160609,53
64.08094729550743,65.00068431313841,80.19080792513986,12
66.19856337042872,71.82029177884702,57.66510194382936,45
58.267066505260416,55.11609577471144,67.51636070397012,35
72.90082329239223,56.78267591668457,81.12943613370344,12
62.00922633146171,58.72375600754779,108.8728053571243,26
63.01109348954726,97.45185868939276,79.81101020144358,9
64.6867258741352,111.07758207833427,66.48983049093394,56
73.18391709829352,103.99911041751142,53.68415119305397,25
59.74197503744744,122.39671467809104,82.26424345624919,43
71.83550747855652,119.80841127565554,103.79473831943288,23
95.06013649578308,103.6679721652603,126.94827014737189,49
120.0141650259914,101.22860701600813,100.93656609747688,39
65.98057890143845,120.24886469329292,116.49095419803024,23
91.93218447171738,85.49545857417998,113.45339407951592,49
128.73921659148183,54.84652837711676,94.3814048462756,24
113.72129998133744,109.92343154872836,53.33202101931479,14
123.3805226183924,98.8478409197844,85.15727295662396,19
122.13889106747804,122.60272778462848,102.60588399493294,13
109.93633597172364,113.84658239723264,128.72814761054772,5
85.87466411429708,120.9652464942902,117.46072732656064,20
83.45150497375997,63.88627641476472,127.950982767213,58
69.90434076910387,95.76982819864986,46.44415481699771,25
79.4194394627097,55.25201170395531,86.3309260519877,12
77.76287638641327,93.50561090337976,117.7148069343336,49
141.43851030736653,117.58739540959895,121.95813655773637,5
101.38141294171174,116.90157194810998,110.2289422565768,10
116.45949674802068,59.2796205899231,114.76134558861136,47
66.85885960754506,108.93450744490166,68.43411505728386,56
55.5628103683148,100.2549657760212,96.07029334008156,4
58.70626026598632,60.30145299084645,105.4463143228124,26
82.41705941928242,66.59054879175264,77.89059412189881,2
68.29322601417906,60.89707777944688,65.95376909320093,15
124.7111450243112,93.69076187906651,65.26105343662917,38
68.61132765598816,114.98354100272591,70.64487156322578,56
70.30258760973408,131.36366944253575,105.27566820475036,23
69.14607926651574,113.19858322626034,50.22194923684059,56
53.10534341121426,56.19525855028273,88.89967843157991,46
62.19470382755743,77.56502959291879,105.19184551442656,59
124.70435301644312,58.79113027029842,102.80256000312674,24
90.5503960666017,123.21606468156249,73.48691871059316,42
61.45822358814157,83.98026952104115,86.28950850325873,32
51.110256805839285,67.73563911542533,60.96818534019364,8
69.44075365182832,62.3733177513265,89.77054167936983,40
70.18272976760315,74.03118432301517,117.45971867485775,6
84.25822056210674,117.59346474438594,97.82143222360015,20
56.10217367116582,94.3509892660159,121.6811798028935,28
72.77225851503448,109.24046515509454,73.97446805990926,18
39.58462497801589,79.65954911442292,76.35081214636322,55
44.14688965308683,61.45810911675412,92.10221734390956,46
66.84532344976844,85.22684329160737,86.75162705158775,32
57.828503185334576,59.59868833655165,118.4491379851646,54
58.62194475325767,85.52265879838104,106.31882568014828,59
53.03335099225921,87.42113168332685,132.12097599040456,6
60.31586541659087,70.66048586812094,94.26539412785732,40
78.53204724462485,74.23061811246598,59.254669110115,37
57.968145207640525,53.16389709244709,76.86107075981452,53
109.42973475617924,55.90340049934869,54.21454658214869,22
119.21948111422766,71.92295172796788,72.41452807348863,33
123.92264444472232,65.06708639766477,64.78214600131493,33
102.51873701388443,62.0307405007618,60.03794286036358,22
66.77822484542281,66.82851947092631,59.04394467141071,45
66.59328855060969,62.69297512549112,65.53060737108885,15
60.65872112756094,61.14805481135396,94.74728159442368,40
59.47481543676065,79.12881935534251,116.03132109660768,6
63.022908668592834,114.99802783928148,118.47535916305232,28
72.84071515000088,112.7605345450016,120.6418570317389,28
67.87531800652616,117.4973740913268,85.81485647435993,43
59.187947429079735,96.26890030406892,49.70026479524115,25
56.26015956298381,55.58383561346292,97.71705823739724,46
60.16202186928,70.435610473118,65.10115125305266,29
45.30266111250662,83.81602568236491,70.5642176928998,55
55.89859129075699,70.57036452776106,84.82063270356647,40
84.30633574351202,75.50436550108779,68.11259842312576,37
52.12691049217373,68.1379587286486,77.50059412027043,53
82.13114998981331,61.81293170046845,60.58365150102253,57
76.48547137075776,74.30118058998335,69.07043783497322,37
56.35090729983133,68.38525334312276,105.10709982998787,26
79.22008459118658,77.52576487870328,87.48962855707008,32
61.47666518932812,53.99200962745287,60.28684524821151,35
66.70919596994474,60.3100957415201,51.69821252136039,45
79.7078925687541,59.79625378112337,67.97043293427122,57
58.2776579461405,71.7224192647824,113.07320147886465,26
89.87573994895192,52.91327493664697,97.04396053117776,21
96.13925482119328,61.95528815922369,52.90124311367462,22
72.92995829005547,87.4946304620491,84.61450340299609,32
73.44724930200304,100.1136253075114,82.87875197508372,18
60.032961857272085,101.9809043679126,67.39943123591922,9
60.09031214586084,102.52851704350292,90.58749788901908,4
62.67405078921252,118.04198866556348,116.0279658112656,23
63.72589696074612,112.5473423484957,108.66142887414216,4
84.2350219265327,112.46400968220512,103.25792881567077,20
65.34752279506638,119.23842266720814,115.01532574125731,23
116.97481530561888,99.48250235618649,114.33476763666252,30
118.5166926674052,128.45709963984024,118.438665427527,36
101.34560194480814,131.7398286809799,105.5635594623136,36
90.88031080016825,123.139097078901,100.12479019254523,20
68.9429619489222,123.91536360460074,111.07730879932272,23
64.96104715899389,100.22059487439898,110.09657419781136,28
78.31109746908794,88.3216099905,131.07249695527423,49
65.92576328904609,109.77648613177152,107.66253041795896,4
68.81860629474039,108.79196025056712,63.61828144820006,56
60.6866691324798,102.38089906674657,70.03710318005311,9
84.94780327368112,113.46733689121432,50.72784335040956,42
69.53849928055124,112.1898505220224,64.28628042916121,56
72.14846005272985,106.0974691133768,69.70569068644572,56
62.44111495405558,110.3591037865762,67.58787307066942,56
82.91629312293328,106.5713863836772,74.44260407040234,18
73.18996994923451,114.11585155580262,66.5636608474702,56
68.37813430631755,119.69163045119296,63.77979160356298,56
70.8774842867038,102.42664943537004,103.27078845588956,4
116.62792931778488,49.2230676176908,106.61003344448504,47
114.83929283427592,63.24471096867644,86.156094145425,16
120.42049357384516,67.65246388643416,57.52248820971051,17
110.36155160081988,46.54584348693497,84.41541063577436,16
100.54893476016186,70.32159746524383,82.1788237630433,21
130.04584113419472,69.14854038324584,64.66018833158142,33
64.48330089851041,52.51153827380105,67.09437395923314,35
71.96632913134785,57.56115439928595,69.29191663555794,15
60.412813448191066,111.17360817544032,94.31434043561146,4
95.1215074964832,103.03490979602388,113.07287972404612,49
132.11146646377668,119.01146022728793,71.10331532054839,3
121.30017431885652,92.3401225931678,59.84023303716888,38
102.8410798059024,49.279869782190936,58.287275173979545,22
47.75717003557613,101.50252283814218,95.4852120032751,4
81.9572808899515,54.78882956172112,131.9059441250267,58
121.223951686269,81.50945494973696,112.85729761536328,48
103.31565100212208,133.55023688200473,109.05552443302766,36
138.795695230164,101.98554892288492,56.80889088278092,3
52.00965215139951,102.05954946899575,75.02814727232347,9
84.38257840406169,75.24410927843414,77.86810971592715,2
116.82457574621012,70.62275295684476,62.18645183886986,33
100.10203011849222,95.89549945437152,78.9148889380285,31
107.49378343220076,114.78773460849293,79.69165775695211,27
104.71392045931218,114.14820323783236,78.49420603977998,27
105.36181655412857,90.40130814760842,69.69482282271998,31
114.19962505492155,53.95074270531355,89.7744922827693,24
80.05409664649709,79.97770051975617,75.71628443165953,37
67.8080560791539,48.06241925447662,64.63318916866113,35
50.89894685421744,62.04698931245695,75.39453392459973,53
94.45198276124702,53.841103554371145,118.5041100282256,51
97.91948664470176,129.23570893927663,98.26811243585728,20
126.49325302577408,77.77660628350709,119.28018629983625,48
89.77645809776038,89.04482659831882,105.15792069314736,49
60.2085222765239,108.75577396161964,123.06189825184656,28
59.49743861692674,116.36044773923078,101.83424825409952,4
99.68843244818906,110.38369615886506,76.93000650352992,27
106.38632747000209,129.0102370368282,54.15947981324642,41
120.64332283300564,109.18264268836244,72.36620115259484,3
115.95420899027847,99.21696332214208,66.73810191605988,38
117.40590387540438,125.13749905665664,62.66717350456947,41
109.51365649045282,116.54514828399536,76.21364308886943,27
133.45790779475135,103.14093310419534,114.6205796813525,5
109.48805421057271,131.26358085924377,105.21849636527512,36
107.75752057344656,119.8396254435708,121.443928827318,36
65.6943973043977,109.07304961802384,119.87983103733237,28
95.8430320839853,73.46972772896567,114.41636127230367,58
114.27861250294566,59.932257505822825,82.03587230885925,16
110.40840277745174,124.19861874777445,60.76805377960898,41
52.93322989020324,115.40007143199216,97.71585089789951,4
67.3886769825399,80.71184794097819,113.22945302937526,6
60.265298371993794,106.41722225770532,83.40754131793446,18
72.71467296528014,130.11704288038987,59.472519713217366,0
47.047415922977855,106.86658313235635,68.12262774054386,34
53.700367772022304,100.22195702921344,68.68788915857584,9
63.1140429957449,107.09099238492124,78.98853308028241,18
69.70291986364992,118.0773529339104,124.3421150500791,28
65.4306027036602,114.02729495563848,106.90937373692276,4
70.13754585531852,51.87241142259603,129.71489832629857,54
53.0352098724008,89.9279222706584,56.11881443853338,55
115.748159519727,58.55452904495315,71.24428440070939,16
114.7350076040903,119.1066324668124,70.7039712164115,41
130.1927809043382,107.20184931465607,131.3833641494855,5
115.04681774491873,117.87826939988145,56.257060125818754,14
114.9918767354838,95.78630353443816,75.264986846422,19
110.2439604953552,64.41057135282765,108.4491057779768,1
119.7427619252769,113.98442133945645,75.90698997583699,3
119.48920821479544,114.27839856912809,70.31645603182899,3
102.97291083453015,113.58865602149358,65.26996969787835,14
62.273164950504366,98.86940708542032,116.68396430235364,28
120.34418578499576,63.63831208345453,113.00320619302636,47
96.10599886797183,88.52541661866314,71.98378012432416,31
120.1600350617608,96.35583061646928,65.17005079365352,38
110.4750733195896,122.08015907953288,97.85587475979356,10
128.87071350546336,121.54245273325569,102.9763219418022,13
118.56725312445724,99.32059678706666,100.6102633681944,39
117.92859383315732,76.4118742000977,116.42267145059384,1
111.99230123825632,71.96023358997574,108.78865737217008,1
128.5515113722235,61.6583317969766,56.918957963218254,17
73.73542194194037,73.99908598407164,80.86594575107108,37
77.87930036023653,70.51682680937587,65.5662638919184,37
67.23418477054614,73.78440596754469,61.47559311061568,29
70.7836831603577,53.47971984554101,86.02166747624985,12
68.58136295186571,59.90575496832396,83.05830620536322,12
65.4654036425446,62.11780215081717,59.94114903444491,45
52.70529059500916,65.08621092381026,48.54179602709914,8
69.886665640897,64.92585300792369,63.82524255581937,15
56.70270407353421,70.02476853628603,68.32507867920857,29
55.87327866498172,66.62907703293209,59.16497155282896,8
54.69331310143174,62.14682087380172,131.99866446222657,54
63.03085694755365,72.12800617863905,99.59867537707169,40
58.97234271127465,67.2453339070698,116.65801401235672,26
65.27458294525472,61.38058896590226,125.38886156565005,54
67.78106642535568,69.75779485111154,115.66373446942669,6
61.43138737904694,71.79549103329862,117.4277508031575,6
67.34162589869878,71.52336180119788,124.8260622378573,6
61.53305438084748,59.237448135556086,101.83041801877172,46
67.24076845905964,47.78691304465744,115.05921779434324,54
74.43740952244657,78.38552121647554,92.57501101512274,32
65.56805472966514,78.2646892217784,114.14347183043328,6
61.37738636563222,60.30841156109542,104.58751410481604,26
63.923000235736176,65.85078044446581,83.53345991871345,12
59.44684250503288,47.39640355380063,61.48243401173136,35
46.113462780067934,61.89516831809525,74.54029896191125,53
57.7323301848145,63.8717082231798,56.55610998133951,8
53.63297514167521,69.24159954857174,60.94453286594212,29
63.60334178873185,62.60031564818804,61.45041910798671,45
66.97852157333061,54.8808001813649,66.29897388675103,35
53.52261087613778,69.16054829843345,57.61369620071687,8
60.6721865792924,73.88127905291675,59.6747654961911,29
58.07504761208024,73.42164702718281,85.41719646779741,32
60.14609061240401,65.684770916953,62.826924271082135,29
60.57084165177929,65.84346384819052,60.921752631859256,45
76.3959853492396,52.93488296224148,66.98551617726824,57
47.170199890188535,82.56143575580401,74.20998555031977,55
59.2509671231173,87.93332078897691,59.19680771610279,55
52.83224313961799,52.949145256056646,98.70870684989475,46
73.37193633273958,78.91723893580381,60.70609344514533,37
87.7615862454173,65.44470093022234,70.9883798749495,2
53.38935474141656,71.7798492695739,58.56924795179157,29
84.78346659115729,62.34096720561942,66.77537609809998,57
53.6803045528998,108.70531073870109,74.27527525433696,9
72.83840365859074,108.4994606186244,55.872800635036775,56
72.06335323863019,119.80628288946588,66.40809957567892,56
59.91402448806011,96.82024373617485,65.391806298677,9
65.77559046932898,54.926331271405616,65.3218871896887,35
86.99001647922233,62.41497164009424,47.3631608742122,57
100.32519798400824,66.01783015873824,105.66075655517146,51
81.57428206313286,70.1082548115373,121.40486597975058,58
68.3587705657109,99.52988451874896,116.23249508263082,28
61.233318236195,65.27941885130146,108.32483724088398,26
68.91621508626038,69.7239529765073,117.76207515390118,6
68.47219313518589,67.03714214140852,107.13293825324988,11
73.84336339725463,65.95687103186944,113.11178453739892,11
72.56918714790766,59.52910507561995,127.19550179430688,54
112.274525941246,91.61008236242652,83.24353290187719,19
111.4699827305474,93.45044981957084,61.42379372919631,38
63.96634105842268,114.56764498153176,62.644419908328864,56
