Mol. index,alpha1,alpha2,alpha3,cluster,6-1-14-20,1-6-13-19,25-26-34-39,26-25-33-38,44-45-53-58,45-44-52-57,63-64-72-77,64-63-71-76,subcluster
441,87.89211292399305,65.43281570796753,83.2499582532817,2,-15.351418745504196,184.33627931180757,205.37658336721094,-13.299128132018552,15.250140301756444,172.12966924526822,192.93037132988954,-16.17932754722037,5
480,92.61725654436847,61.13419552371487,72.58077138769674,2,-23.06361965035819,172.2222712952307,-19.556110656549983,179.15705265812772,1.910336651528609,213.1074233871936,199.7007335356617,-15.246570113700916,1
486,95.32057544100374,74.06579558710156,70.9089230048944,2,-12.784974326925914,170.7230123445432,6.602415177892471,174.39644455946956,2.707796856346622,185.1814209914353,207.51846917205978,-22.08311703762827,1
586,86.1834593419596,66.48572626948567,73.18687105488452,2,-10.928877403574988,150.48241046251988,-13.862562826462298,165.66301488988654,-7.25621019014043,215.44036772589988,165.60306480786417,-2.015516183782283,1
592,82.45159484145644,69.86854479266931,73.59302580683473,2,-20.127265834380506,163.03412383117632,14.08100908450475,185.80960988923823,-9.494757109442064,167.18224287754046,179.71997599060586,-13.328650604408177,1
674,87.27050007026811,70.84932734659223,72.70101278189087,2,7.705495817680388,206.87838792587138,-14.947534388846258,172.69599528511375,-4.747665017441407,164.30988784374233,-26.52683352379537,190.49548777625128,3
738,90.36674958066412,59.67863434408108,71.50189576551703,2,-7.297397053470237,175.93418499362608,-27.99304758430569,177.0823901872902,28.67315267437433,193.84905190557294,174.22266453011684,8.120372104570487,1
742,82.52952559425556,69.32226784031663,73.63012173424086,2,-25.24287656812249,183.01178089555808,4.58781574490152,168.82873270143858,2.9102929229113124,174.03623128224646,188.15446615512482,28.008549267173727,1
754,99.0910641129037,67.77981089661465,76.59110366465849,2,20.52081609447462,178.30485473382078,17.257406020817783,187.73993127145337,-24.68955054777174,168.25411379412617,163.6692751765552,-9.755169977729574,1
803,79.66952787623714,65.76776322590405,87.91506093227063,2,12.46949152955528,212.604381097587,37.60936635183874,155.48802101117096,-30.07639444374396,218.39026853047898,150.07029076151122,-6.584981012382549,1
826,96.2925730712934,64.22893631429477,71.04570017456071,2,8.609298573907102,173.9861580540464,201.0158339421764,1.225470276309586,166.0193906061996,-8.893884467412821,189.24525154618473,-3.659789650083316,0
920,88.36166351957343,65.63148118756625,75.54368083596955,2,7.474337335035373,207.17842127416628,170.08158274402015,-1.8695504357023784,143.97334881703944,18.06058718900088,174.45985382022448,7.119631825345565,0
926,82.96375394784647,63.96456196409839,75.56830565242304,2,-10.942676989217723,170.06623417796575,193.21670485923232,-4.297388224217913,189.30018031085254,31.33234258040332,182.64337178677252,-4.127906384359921,0
971,85.91158281015073,59.35448875605254,73.54442357575742,2,-8.842164473737604,168.222370044888,186.28834036354482,8.306203187292,159.21315312946717,186.8942990968194,168.16856363867942,-9.539277434051565,6
1108,85.8162211753557,63.563384316026806,81.75103117889505,2,-39.14601549511658,180.13569671548524,-31.76588693171751,190.64340517830036,-29.29748129087437,175.85228145856007,181.67279816807826,21.65211216735044,1
1154,84.40639130381867,62.950767210777705,76.82787352045769,2,-14.821910421220256,193.20993995247372,159.87598491882954,204.8915608510155,-13.56493924943658,190.28358778969016,196.95195557671542,5.561413870222265,4
1174,89.19108890151307,58.86039075693266,78.18731293532332,2,12.223519020211048,178.52158623745993,3.088172927769838,171.42566633545965,-33.88140569971064,189.42880595039762,172.93400525806248,-14.583639764388034,1
1175,80.39703130928339,63.42292645496237,72.53646504273631,2,2.70197076823852,184.6902824940946,-9.763679432914843,172.98358002116612,-21.140000295589896,183.75408627745875,184.67861740606122,21.400395058321457,1
1286,91.73191333337029,67.82760905452935,71.26073156527193,2,10.4344247508785,179.61060255135482,19.610341402442355,180.2173224122983,-14.157773264115004,182.2069347972396,186.18569321697046,-9.105430358728428,1
1376,83.04935054498306,79.36805428024363,85.65131179321783,2,24.503457565199664,176.9900660535777,26.999520485484528,215.00674535085187,8.11271726656728,187.6312136676548,178.70937702546377,-0.6066754419375846,1
1390,97.01383811947296,74.19512802097036,73.64352264963857,2,14.198192174581898,171.65991442625017,-17.96574023001096,168.77896944025636,-8.494296968871602,195.72712643592396,160.3923039972352,16.21438015330331,1
1419,84.2408371102365,67.26433515639893,81.42253536205142,2,-6.533071940938679,160.509464305154,-25.44008140974826,181.92455535244335,187.53843814100617,7.82594470278027,164.394244777737,-7.790449607222507,2
1445,93.54820790620344,63.867729393871606,71.39250233679125,2,8.034965209600038,176.0942606276818,-11.9903789936822,192.73557794495122,152.63815552937876,-1.131847408030087,168.15452355086248,-0.9310810978847686,2
1559,88.91969003646506,51.08141539666077,79.14159920692346,2,7.956320452338271,182.24937016720503,-5.411572912091745,232.66539457243908,162.41042400783616,-2.856051534776109,153.6014145679939,-10.298293963474917,2
1580,79.95640877929513,57.196598335522985,80.44163080821103,2,-23.94042617393696,142.5048993639064,-9.878489016389404,188.05979150694682,192.21248915742842,-9.052448815876147,147.452708620736,-10.72312690580034,2
1581,88.91355408008266,72.8360721327198,65.04453999633924,2,-9.51068361690784,167.45428488892097,16.554023913766752,188.3251048950268,202.16111807554813,-11.2456862384527,159.55229116113645,5.192154489874178,2
122,132.11146646377668,119.01146022728793,71.10331532054839,3,-14.736361423463226,208.21145767986692,194.9736466078425,157.7637913015671,15.372859308110812,192.58716154514818,201.14695755483314,-16.81986131559763,4
129,138.795695230164,101.98554892288492,56.80889088278092,3,-31.605240826135685,186.2558152802417,160.1674817610854,176.4337953657671,-18.69567370717047,174.78478649811424,205.9870463900658,-53.56504384821385,4
149,120.64332283300564,109.18264268836244,72.36620115259484,3,-7.156905420508623,194.01424866382428,176.0267364226686,188.49166600725968,28.27072697594774,177.25514044605018,182.67983487393067,-21.08879380035802,4
177,119.7427619252769,113.98442133945645,75.90698997583699,3,-2.7468386451391646,198.68211520457123,-6.389826325513773,195.50075841405103,0.8920023263042487,176.169737800632,192.03518256740546,10.175871223859591,2
178,119.48920821479544,114.27839856912809,70.31645603182899,3,1.897506647282636,181.3264064514892,11.492559831805163,177.84934873995226,1.0300694315821366,209.91891710497836,197.5322296775142,4.521496369888969,2
309,122.30002190178664,118.08517619432618,59.00443004138299,3,-30.866400425983343,154.32206774762125,-2.1359430382236706,176.9333724378878,-11.67695046060524,171.4233884488883,-27.804296629154017,160.77019762514658,3
328,122.82387619445848,107.47304662111608,52.23236531734281,3,-12.098911667242756,184.95799438724282,23.72691771048048,191.07144960994663,-12.015167229939404,164.85470260304095,-9.491213296856351,177.3479943682067,3
357,120.57677941910902,111.0066824278448,60.82024042738994,3,13.896846031463136,176.84701224475728,191.86627649164043,-3.892709063612148,6.612342810486804,166.1302353392831,174.8501402619201,10.014393706044316,1
361,123.70174831220456,114.70568968145884,57.33524868931505,3,-24.82358182962864,205.81810655918758,178.94183964736226,-6.893037764767066,-2.844353523845076,181.00295902454582,193.4220270049513,-1.2523729794296563,1
370,131.9105664120735,112.29725031832857,53.65295273765624,3,-12.15034130934251,171.3942305959806,188.06307267084196,-9.97616890502458,-0.6461133468742227,209.00076482413706,196.59563515675526,-1.3024056331793454,1
371,116.14994177301465,113.70654301839338,66.85905339805197,3,21.71617279793135,190.63858174948032,200.91720743540253,-24.86920785259495,2.693142689666028,191.5449102932938,184.27082563311012,8.148214432721447,1
373,116.89412375753224,108.97431313757448,68.85644985397263,3,10.182755422544892,196.41641303307367,171.20416951743113,-14.856875181792288,2.4766117938600907,188.0009246944106,198.9111958983688,-7.245753136452231,1
374,118.58704765368452,105.41992037648916,71.08695824170879,3,13.886464939938469,176.43225374259873,198.93025844090064,16.110073535434005,6.752799296628075,193.5479993698501,177.97208976737528,-3.426239279114192,1
408,119.95426717176362,108.10704113739844,58.90265324113206,3,-11.145220134592298,179.10821794658816,204.0937295930915,192.6921455498694,12.694743450217649,198.16164735992575,164.5028567386432,-13.480118801885808,4
449,135.41075325478587,125.71770238533868,66.28737153776298,3,0.4145675825458424,170.02889573599506,178.01200677082653,32.52423393065163,9.58514159304089,176.22765373098068,183.81829259348874,-3.974261704291668,1
981,116.82546665459624,118.406901442637,56.10204769081201,3,-20.645758168795595,178.39950396740355,156.65266685440488,31.878469751752625,169.05141988426632,219.43760033730783,199.67768360227012,-23.81234060276108,5
985,136.02970216265533,107.89419442137157,71.37059350155094,3,21.38653449896777,175.28902231091786,135.42755461777418,5.464348578847567,163.74924552364828,200.23075054497073,170.62581986455115,29.093856141924423,5
1024,115.5406740563886,112.53783424111523,66.114068948735,3,-16.972867132707737,190.39626148469333,175.10983126193813,-8.952011404540697,-17.73892724995831,180.41925758735144,167.3542140167224,-0.592783581121663,1
1038,125.93002025853444,111.54598072938563,55.29828837848457,3,0.3271301435439933,169.42457589484195,194.31280989818998,-16.53757173179869,0.5698521670065749,176.86225411282368,180.29783565534726,7.764101266578082,1
1066,120.81118604799914,112.41316539906138,67.0622137652337,3,19.636033357434844,181.95181392670213,168.89540003359625,-9.911855515224977,14.156627537891552,187.40385113783384,208.97825216601476,-16.313590711917218,1
1113,121.6612801814982,107.78001464835552,54.5686509108332,3,-0.1658541336762326,198.35108460640745,162.78601989397373,177.46668062168183,-5.406163027238104,206.9390735943831,194.9637814349103,-27.105433542628045,4
1300,115.95217484573077,111.19807459829204,70.90611056069646,3,41.73197705917135,182.23667595093434,164.04817044545788,170.83204964574418,18.65473328014552,178.25053747463227,202.60905060581683,-20.26002595826476,4
1382,123.05702231434108,106.11624756633124,64.47177720239995,3,-29.86722949298409,192.88316541443365,4.113681439397375,188.24320715438623,-22.64495628705462,181.04460261605325,185.1860752185466,-19.549897252634164,2
1401,116.48782426544103,111.77906104128203,60.5639165510921,3,-0.7989006104878082,166.36416967526492,-9.79846056373687,161.28200177740555,172.42998173725226,-3.303110620789094,185.8605925360458,-7.373078514154214,0
1403,126.8009763525054,113.5064049737628,63.22713267425814,3,-31.714185489485324,190.8481645477267,-4.193155430615607,163.95561864288223,191.54362625746285,6.252881065102315,168.85454583843202,-12.636519076629911,0
1405,125.22894857374293,112.90627413493073,68.47035975011968,3,3.1238960293862834,212.3078587414693,-7.950247573234349,175.9821754892301,165.41807446954323,-9.044615846591716,209.63746220786066,-1.1739158447456282,0
1410,121.94694315515603,113.50908724567458,71.5890818242856,3,-6.354933210941954,179.58947866841052,-10.414359798598325,174.46585483948752,177.80856833917548,-1.0368863044193832,140.92599024103026,0.90810257144539,0
