alpha1,alpha2,alpha3,23-24-32-37,24-23-31-36,42-43-51-56,43-42-50-55,61-62-70-75,62-61-69-74,cluster
112.93642685338408,63.06130582132675,138.5918317885144,194.7658613614321,145.87178764769257,-44.035520619565055,196.8151905483814,164.8397529853199,6.5416329675417,6.0
84.1193863012582,107.36382774305858,112.09069638969461,-1.306941709287119,175.2642375718805,-35.794153304316325,170.39481907746674,15.24320555721053,167.26851815754378,7.0
83.40438860456794,113.80403316052983,114.42986905557875,0.2423171853419608,180.60908149156586,-2.1645922844080254,179.394036749609,179.05964920403161,1.6999931507491868,7.0
84.77489412937013,111.33973995833684,116.05640601699992,171.24880387231295,14.935998633037281,-0.3238154401385908,194.79287704164358,184.1399595208039,-5.976115061249217,7.0
79.76612296253538,113.45181480299598,114.3049610020274,-14.646245393587478,200.63171886884444,180.78629745138755,198.1235911961506,177.4479831074054,4.958187915771835,7.0
84.51030165196704,114.54654180742867,113.10292410533178,184.27266152050655,176.9856246009474,11.39431175313127,177.49215438800314,146.7508155263148,-4.744947585396772,7.0
75.85269162143578,111.84896274115674,113.24948317605134,-31.698977177946723,210.6387888069016,205.2520261675709,203.1178238389141,-2.10972665249493,174.0789271904398,7.0
78.6987279628516,72.82247720048902,125.32661166068881,1.0071474643037153,206.7285149870461,-6.0651088217957385,190.88010022154518,172.68371987917337,15.884859669967417,8.0
80.39449473288349,66.14562751489585,120.62653081237195,18.572191210104588,201.3846369869853,204.62872007088595,195.13806439795948,-12.03872435102492,201.63308457645653,8.0
80.26637033845533,71.42517988770093,115.71644349858731,170.61485049873536,3.333103557125801,6.014337749143073,168.37577355545213,184.99719924895408,3.519568303452934,8.0
85.9025490229499,73.81354173698087,118.73449518867318,7.7215311800476485,178.08624207661416,-8.92908820748228,184.78696856585685,18.989693243790754,176.33852157882978,8.0
81.92443905512593,75.26330314688984,121.42724069334793,3.04943407572546,164.459387179939,-11.14286377499142,175.59695055624732,170.53008295997958,-9.007068781451602,8.0
77.0979754710971,64.17444014174009,118.42712602011552,-4.423576007667555,206.9515957694369,192.86488880513903,206.7207607397924,195.42435056466636,-7.345740532735628,8.0
86.7419133330386,67.03059754296397,125.66546376791246,5.231581401924608,171.4855769097935,-6.646659279298578,161.46719579548883,117.48381066163704,173.42486914321722,8.0
111.6656664569252,127.91688558883156,117.52818215069824,171.62286236817926,187.40858819541836,18.83623586852829,191.08125662828263,168.79906238043975,4.581894956832856,9.0
117.8222903027837,123.44551236589432,111.13240882938989,0.17057422645202835,180.64987607113014,-2.079190943918183,183.15160578123042,175.4911593146041,5.772325221527811,9.0
123.34828070344257,134.14824639176965,108.17257146882496,-2.241716420326862,169.9791264394395,-4.480935528187629,180.78997567315324,-0.9131182940451161,174.3996814057807,9.0
119.16418013644503,117.05345030919585,122.16607187494203,12.279848269883553,170.97132714458363,173.71521343501382,182.92411574751037,183.2079762711005,-20.50390025277324,9.0
120.0386916554594,116.17173753388863,110.23967013478779,1.5100453921783217,192.23913588808514,191.0907751615032,177.05464595334797,-13.259782183140857,175.97456932602284,9.0
83.62802341415171,71.59113051983493,75.17566140196104,-7.336578790004111,170.68490277223037,-2.4387691082331906,186.85584321770986,175.77154219669117,16.879526953593416,10.0
86.79472453005158,68.82518080439088,74.11848829730965,-19.405044869476065,194.86293852948904,180.32386351934827,192.04434690211008,196.5727076975579,-2.7359608782880867,10.0
90.94802549437061,76.66148778271838,73.44176514346879,167.82189506914054,-10.146708896827636,-7.740959450773862,187.15872495020244,191.24268458948734,3.366086108845022,10.0
84.52463397083241,73.58202500220688,73.3512633814029,-1.4523306676118355,196.1239323792247,23.906409333439115,172.3715711567666,189.41506405820797,184.08788908871236,10.0
91.86464434781963,75.82141105995905,73.48862478086234,-4.316970953172729,174.74796807411118,12.75537816431669,159.0926456239822,202.0904434968757,2.6832744714137697,10.0
82.20486216726636,73.30278449141994,73.67007662782129,8.407628512039313,194.5560685857789,17.30235874387809,170.76355252175952,2.372579650308704,207.4085425080266,10.0
80.01134211323199,65.67048060758295,70.5349572512418,171.7785464743567,187.45582361719744,15.622317437413582,189.73680103691967,183.04837929534503,1.4338751122496345,10.0
84.96732144463527,73.73014931985998,74.50007257773564,-11.395451264736845,170.128109031276,1.8958927239272199,206.4687544337124,173.66954275506777,-15.750817002844082,10.0
86.3386563294242,72.4432241773284,75.37165782439726,3.6754946580861,192.89056747250828,3.159008969335787,187.46657758009866,199.79553365333874,-5.105046211085095,10.0
92.37612981424216,75.27626718107702,81.10183271126296,-4.004919084627466,164.70276388643208,-42.516828348887216,183.1382779384822,183.08211794151495,155.84043362885757,10.0
87.91253291217474,63.58399618999555,78.18170122532403,-2.4711568296778084,198.03907109855567,11.494833572673098,197.9055510037705,170.6169923369951,133.9192141510983,10.0
83.74582030189815,69.77097014219022,77.98869405817034,92.62767707229504,173.4703907446294,2.2579667856199155,173.85734146939478,185.54609629978583,2.156899199453492,10.0
114.81149255515756,66.15424842648996,67.38582514988153,-15.717566044418318,184.30056715479392,197.76361540094908,178.53218401564317,-4.386606035138911,169.53649855454358,11.0
118.80969177419938,70.31752220853258,61.730348851244756,8.042595279676986,178.8180804743976,1.6494134357351058,182.78375672772825,187.66518319769446,1.5799153449259022,11.0
112.11092744243865,70.26147842856095,55.97865944588431,5.775321069050868,175.29232788171154,6.95170359952796,182.7719700577712,6.079259462824546,195.34522005930998,11.0
111.11523401040951,71.93996448568575,65.48256226379665,-2.55891915404433,186.1650304695385,2.3033782129995735,181.78870713006657,177.57144946201888,157.9959922360446,11.0
117.8806393008327,69.34096473894263,69.59504583256968,-9.028371446785714,157.2765001107109,-11.206014628399815,158.14270263693692,6.63863578858017,75.77637599481992,11.0
72.70818419813185,60.39450396343341,58.026709876760975,27.149104712347317,176.583596367557,-9.599179625356534,193.34147078778255,184.25335758863508,-2.7204877690825677,12.0
79.47716583241208,64.32564607593197,49.68432287838937,155.7980424485418,163.79642309352832,18.37838705594861,177.34444780578266,210.58111385209037,12.82215662415911,12.0
60.93021271645705,64.02826265888042,55.11441683441285,13.112309049038403,169.61924906557618,18.0419616718509,155.94431276748878,6.552908102461033,259.6676035702428,12.0
74.9036939597878,58.29149484648886,56.03808951148402,22.07073131735708,171.19471799106822,184.0934388599174,172.61603486486507,-15.716094912692448,164.30227810610393,12.0
74.99724409761689,61.923571053482604,61.95253442958604,3.6373745625864062,202.25201852744215,3.679413820632404,190.60456029696795,183.05721290080467,11.170169307107786,12.0
69.38254692161335,64.02952304443109,64.23290459428934,10.467035500914363,175.81054558249673,19.8417001149549,192.25462846204957,4.395781327841748,183.11290274862668,12.0
72.98793588406413,59.89491034516206,62.051441089534705,-11.480186530699912,155.3914783283494,-0.24141477376635953,181.13304955532575,186.62905329507828,2.1457363731434076,12.0
104.05691424921447,67.83609287308751,96.51699622046367,164.39394253899778,179.01348658180305,-15.54050638359954,184.92833564879058,175.93568971782452,8.555318518826473,13.0
99.80183017053658,73.30858198570316,102.78693859700905,5.2068090648844745,161.33238489033945,17.382811125239453,172.45084326447622,165.39067509852592,-40.17974105138781,13.0
100.79993401602307,60.23086541821078,104.01724060046983,11.197715622075256,185.50929555615167,178.01828660185708,169.70380940182122,39.81106644454661,205.500067429752,13.0
111.04901738967507,62.315165793075884,96.9547342628921,-0.4593221810436128,181.53928258981006,9.062499828532797,169.96780179050552,170.00611797917037,160.7345355295808,13.0
106.53139037855148,68.55035177758064,98.14542702118933,18.592323399488414,198.82021237041013,-16.487122681975425,187.2845148627467,183.7327018042487,7.996810309348985,13.0
104.4289050142134,64.62508065519681,103.00538767175055,191.04858519521127,10.404099405073001,-5.656572741225933,204.75929521501456,178.05894202531243,-0.4617915317860192,13.0
103.6626601370016,62.95519343332773,91.3204184968349,-24.04178037722912,184.2649274710754,-2.644929996924343,171.3939133183253,14.002163258318795,174.97021145098046,13.0
104.40931178971736,66.21683801804588,100.96531297350928,15.935438544943276,181.5219910499355,11.783539764517064,173.90511274749028,198.57855249203874,5.908417992722625,13.0
99.9352008430963,68.00495483203147,95.75531999413522,16.07528449831019,177.217264789248,192.48020606310115,160.68541996333067,-18.472852758585013,178.94496584753972,13.0
104.51431759985691,68.20250341489627,97.72368637858943,3.271226005129622,183.300041797131,0.8976113939667129,183.4899969616737,175.21287291949454,-17.974106261174022,13.0
105.7872079130804,63.350493734170804,96.23431983622727,-21.70660728751391,157.98081559366238,1.4336473419221911,189.91524275977665,180.8585604769465,18.62384015383006,13.0
55.83408075753728,116.30537714770556,70.9279759016775,-3.7580444046496213,179.80616803788448,0.5878328105761845,186.4811949094932,185.8664433594973,-8.215366610630353,14.0
62.55535546897718,119.46175566999356,73.7335468649538,-3.338917261618654,189.26478860354038,186.46253238566575,181.14870760484155,-0.03307477752535851,180.52495715290073,14.0
63.00609560103075,109.00416535036345,74.01452805710834,149.99718089674073,187.32918472776953,-5.682799407994719,176.65812099753225,181.98887526664305,8.482382709410457,14.0
55.1544614652812,118.82221952657038,79.47302461902096,28.17507778655899,178.46695195975852,220.4379103192516,173.89589253138382,183.9693087489436,0.6022061566720414,14.0
93.59496321165682,82.23210984911795,109.01550132477576,7.170095308294919,197.2143011316135,-32.55943518813663,193.8090579636279,8.340935416241898,189.4309633253445,15.0
107.46618492007394,84.2069734434198,108.69020278197875,-1.9693221789592603,192.691948258804,204.3698031868244,183.98552714263474,-2.94048964800126,186.91942604997516,15.0
106.19286291345107,82.84362664031568,113.3774586993033,180.68533907904262,166.49595807517872,7.735941371505376,174.72075508444627,179.79349473138686,-13.791976111676796,15.0
100.3932505277008,83.46881309509533,115.84043789981514,13.227667003705877,191.30545158136488,166.34909608898684,171.31382341249753,182.91878747080534,-0.7780968349071978,15.0
102.19011383370277,83.74973124108169,112.15100426594522,1.1752210656919444,181.9223579043999,-7.592668881011583,183.65492293106007,172.82236191549998,1.8623530954621548,15.0
69.53546326349698,63.76240377968432,105.61305779537979,0.9921855067739096,175.38375636849742,-16.141957607242855,189.69902806156864,179.05822022879082,-1.5232112719618671,16.0
63.04360091370876,61.711972924933,106.01498571319752,-1.1509100647814428,158.83871484298194,-1.1849199097989362,203.70511638691028,5.371355093956123,180.99114280593008,16.0
63.557210699364106,64.0979227804942,105.1809132178079,0.9442586568012248,175.391743969873,6.925177350942369,164.6988315543263,196.6446666410328,196.52999251649925,16.0
69.60537215056044,67.84747168930718,104.23932600020632,185.0709766647033,-0.04114762075678147,-1.4993503730782314,181.43189730258598,173.59147528678886,-1.1695567659496837,16.0
71.8065078698197,60.28960145604742,112.87855026040056,-2.0649640642843647,167.03844341600382,145.0666398814925,170.77176711725306,-9.561969114994618,249.9012001998479,16.0
66.36412558259373,66.42167372832779,108.48500149633657,-10.42614391259248,192.9717145543393,170.99715286196434,182.80119136772024,196.8041759119622,-21.833502618036395,16.0
67.31590396492551,63.78391035002426,108.87905275998074,-12.403769761422826,-19.46690189559468,-4.232875924700949,169.26794651713251,171.54332232141584,9.601067252648578,16.0
65.17167841627897,54.77107165960541,100.72121378370034,179.0922458898533,164.32796848081986,-29.49590993386612,176.61031921274508,206.96205198127305,-6.548062687434977,16.0
71.54236152151658,66.13950095254366,105.59554594279271,-3.956658006839755,173.86903151520528,27.53945601487451,172.1772352295753,178.83608851646233,-0.14174798162612712,16.0
59.12307055602578,52.48887277493055,101.14340165518377,19.97947559765693,181.89783509203164,156.61329143711308,189.5399178102453,19.45930329490792,174.49571774554778,16.0
70.0520211642847,64.02462977821261,110.49374892502779,6.856606480502222,163.08200240124614,-4.200744133529828,153.9877695604463,171.4787922798868,3.2115855915996603,16.0
107.3441522016251,123.8340099814162,94.38427218983612,-3.5952332956689395,196.5796805780689,167.28825840457364,171.30904972489157,172.31815237956823,-0.9831283500325932,17.0
101.76109468758354,127.54874100236373,83.20666001082407,-0.9506318507351291,182.69287017912023,9.192947675723438,185.4658279115948,178.2602752106066,1.3090625854136153,17.0
117.73410216676068,58.993858884191496,78.61188169214354,8.543407840405076,175.16424597338957,-1.165905779661732,184.99598261154412,183.99958616147993,2.559728019520612,18.0
116.06704801169482,60.91252042119845,83.20227492066661,-1.6189162347278037,187.63080363688664,-7.204309855824388,163.7778173769252,-15.41038252516373,182.76137882375053,18.0
137.00044667647248,62.53750297722122,71.993323966284,0.79724101550835,176.9571933027803,187.11866450909503,193.12792852363924,184.29375120982385,-20.06146214361748,18.0
111.93341899230612,63.654040824313306,82.4035594550377,18.061508469956003,173.90377285901135,190.5961712694844,166.23249749979834,2.035368217136163,135.52110625977218,18.0
75.71206181110043,110.13503130510546,75.18230799864332,13.11244528899185,166.75635156364314,-3.790771876736865,176.5341292076317,175.36733258613086,-9.583569195717105,19.0
81.80566076792967,113.20337046318625,77.25862951832976,-20.678620374834605,205.84692478493807,8.115132498368034,142.01279819700855,-3.638169017027935,219.95766694388004,19.0
72.90206820966958,104.8632314244574,82.38021507176312,28.81015457678468,211.09587758755248,-7.63940333963642,173.2264821759879,202.67849335062903,189.15136389758493,19.0
74.44881457305003,109.63173508847909,74.81555343828605,-4.233826059502389,176.26139957694534,3.6698005056199716,195.99599207119797,174.2612219255515,-1.586502431743865,19.0
77.93147924784994,112.2101873094949,72.69383122897882,-7.701608950149332,171.0637599821316,1.1529939477546205,210.9252973740825,-12.810752765592564,177.02941056384688,19.0
75.631723896081,111.92596709207471,78.01840557800251,26.538656488742372,196.5930533604812,14.405749950550097,185.9715544931821,192.55840797473152,1.8674101091923945,19.0
69.1361949615091,66.82934510484841,79.2652312943562,-3.882930438358137,169.968859582995,-9.17985071587366,191.37868830767664,187.731050224072,7.994286155301794,20.0
69.53657970671958,66.99136422004868,78.64666154136746,140.9641977819901,169.050868733195,-1.3817393856841786,184.0630560219253,167.55832178160878,9.572625128669452,20.0
65.51098770641377,68.43389580391197,87.20283071171947,-7.315824089859724,169.90442511640754,191.1783209365732,196.1886524130304,202.6187479733203,-15.534900420744108,20.0
59.99667732868299,96.61680330735086,57.67074267036842,12.7282960294033,186.22722906978257,-0.9995356910942853,194.63066816972395,191.3812662956886,1.437667858925962,21.0
63.67372571285656,99.50718941110136,54.60521805942523,-4.350282053112098,144.42892556543444,3.9070069367907663,190.03498328735495,-53.96843362642456,-10.62939877404898,21.0
66.32106629806776,99.53647531819519,52.68336622554614,8.166347780832668,180.83190472699565,-3.0339616604337785,195.38415340378572,2.0545855600300977,192.77894944882485,21.0
51.828470557374814,97.23624590412372,49.829902823472125,149.64830408048053,168.11034105318214,6.537941470316989,210.479155181619,185.5075182908046,-0.5964756846983482,21.0
106.09053722269398,55.16257992008968,69.67793449858296,-5.703241759049873,178.63446091456825,197.89780833852868,175.21622218294377,210.6630806997291,-14.31544797647026,22.0
97.92956462572516,55.561702243342346,71.06478383395262,9.202704302915096,170.41003286609455,-2.3979344064538357,189.197848891713,182.8299721217874,0.9969890330995078,22.0
97.05120531951827,53.10727764704472,65.89817855161749,-9.262736060817897,171.3546002582447,-5.688348605613926,193.3823862298881,178.62053226756169,167.88792056312286,22.0
102.0735802977289,59.47771413782181,71.84369398518872,-9.71621759978078,154.81727769092086,-3.1418562189084467,174.3183649631815,-12.950549763320709,138.0515217787752,22.0
67.17038934571517,87.41867002627318,91.82754368761745,-0.043979739995698,181.60299556515383,2.685263750248893,186.65498007758325,182.9286360687781,2.32435726065787,23.0
68.20099847870397,94.83067014504296,99.62745967910531,9.907007716685008,167.09187515339778,166.48241240953382,158.5485595847698,10.891150763424536,214.05517369250416,23.0
68.39945820474473,86.7072806597023,100.74626829986164,-1.1869590085628936,196.01511550021215,186.87912873632885,166.56150483582988,221.97851633351,-19.64684245801904,23.0
79.63787065141058,84.85709043883254,95.83966139273974,22.668017884871915,194.485041069931,-14.977526995317357,178.97070887352126,7.804948698926035,179.80934777285012,23.0
92.64090263656551,102.54396143605203,121.03504655049657,-6.880289391831301,184.52007270033235,8.513356707277186,181.65977010859046,166.30255675006342,3.5030620531480974,24.0
101.57712074750873,97.50862866848547,123.46329119928428,8.73287457906104,183.80506602326284,184.60279840709347,168.44791008753305,0.45957510685884806,176.880748079064,24.0
98.10247115740358,101.96425951959381,125.82225375158207,160.8257505668653,179.66685959699475,2.6856324138777143,188.7533222836667,179.0556168101473,-5.956065384307621,24.0
91.32905300780251,107.5835734011628,121.47974254060428,-3.364761721349865,155.5114196975739,192.24300567454463,155.44897893494823,148.23847255185683,-28.31958674997007,24.0
92.55080023493441,97.11543373814244,125.77197282007984,30.26886061542955,171.4225904949374,-1.5831324073896937,175.40458341538354,192.1903520514062,-0.6158027671690172,24.0
108.92687351065288,119.5154155566334,122.29399358111681,13.165047553517356,184.83137898988434,-8.624350940599012,172.41544037704995,19.626763521704238,190.22883617043237,25.0
104.53755336397401,115.31593327487508,110.86175369681536,-1.4524500725017642,185.79730359573585,0.4302498701426946,185.79007081296675,174.05228036024462,-4.082219832548144,25.0
107.60550440335828,121.55928385873472,113.83377391078425,-3.7800255019637055,187.3068897309384,152.43341776613445,184.3344460856838,-5.679983094065942,185.9524728355638,25.0
107.05297640769379,116.77436779061298,121.15568705469923,4.252993300618682,179.94600118904572,173.73949925531068,171.5437535035294,178.60014113802748,-7.128237250148826,25.0
74.79447755275821,93.12144258791197,114.80340718240883,2.903047475247986,185.73740971871112,0.4919480296253032,175.85160326079568,175.32155286441426,-1.5251753419373144,26.0
77.71718581833926,99.27672151810592,116.95598007256706,5.768521710281947,170.9158856617102,15.62449433751994,175.15021329252403,-17.838334455576085,-37.00273740784408,26.0
74.55319050722119,92.67645410253712,112.82499050093644,166.19363799326396,22.65631397093644,23.9629624256959,179.82773857737996,179.21360304188732,7.008440006597279,26.0
68.61657393491092,96.1179807224623,106.68866689127478,23.15978952443997,170.3907865931546,-10.963379971072616,175.82722783830718,-26.321545193124592,157.88198685579545,26.0
73.8804849304072,94.0240979619142,122.52209714003828,161.99031290528606,183.50498034838645,6.9931170907905775,183.5238241748155,197.8245141855012,6.448060696439346,26.0
86.5750598922733,71.36068886692753,100.74012092887766,1.1108994285325082,181.83316236596923,-20.966577760706414,187.9163507725472,178.7505254083156,4.472885730253265,27.0
88.66316001970972,72.8044899301856,98.12891837971391,175.4136269358935,-2.0940163972311736,9.55403740801699,177.5095012725509,162.10999874511103,-6.955434887070602,27.0
90.3191661470139,70.24338735412867,96.62500163301058,13.042835130637082,184.9066841021924,180.17933469988483,168.3054581920696,-9.764902383645206,122.18055760212852,27.0
86.74586070973966,71.56638187603662,104.05330586658157,173.28202611728346,199.24399200681404,-13.474727250769732,193.86082958063926,180.93422794395423,19.93440999849893,27.0
85.21897852051887,73.1653345706654,103.75132985398686,0.36102670820920496,168.53125110522944,7.79036313722035,172.12408276374163,171.526087260885,-0.008263874167435459,27.0
90.16264871058092,73.6194977272981,92.77992650690001,92.1341621019188,-7.985466460957694,2.896950163201205,180.36202283845114,171.03760569083124,-0.8500821076028489,27.0
73.47166721654611,113.1678622269185,59.971846413228924,-24.87614446990861,185.53226797726185,-0.7296170907062853,171.9342497847114,-15.749861624322248,166.39550313268575,28.0
70.01870314382883,116.16085151991633,60.396890928522005,5.248473303811466,172.41974254723922,-2.439463911321053,185.29567726233836,187.5653819906273,1.0501667978793694,28.0
76.69199151415368,115.77423326840837,54.693064080523584,155.22617890679436,20.72411828091219,20.271946838088752,191.6165426248039,181.86055258192224,15.845484652062158,28.0
73.14148375384217,112.54781174763811,58.86928666999282,1.5196284471149195,182.91592531253298,163.6847245902137,181.98909837240925,19.107529478773852,177.73226545100567,28.0
71.81423472375829,113.1392545626092,58.45893852230124,-9.087112690172242,184.88845971237075,21.67996188916852,208.81507639154677,194.3754419170384,219.7050623303516,28.0
55.713953794661386,113.26148787722217,105.07836149375402,2.5586034590263123,179.71192296382893,-20.400045139700165,185.4399881911077,15.56154756255291,196.7366851836548,29.0
62.253559081268,109.32407442235804,104.52633953797488,-1.4844398362523146,180.11033076465878,-1.3179064161757736,179.2992011595666,179.2080517745948,-0.7522976265581063,29.0
50.03995305273541,101.37270946453512,111.8877747775559,154.26956972110628,-5.978503326776707,-5.3175336567211,159.8001970120224,163.09602980706322,-23.26149417432821,29.0
58.94738964581067,111.71279905678189,101.97561953186074,170.53357819998647,171.57760888222242,10.62045598752614,191.46869730850707,160.41299570825274,6.240705545502799,29.0
48.62992370600275,109.72090365795977,101.19418711858268,-17.504278797653324,204.89586273959523,195.81741915444428,172.4264032659744,22.803751441757434,190.58912962568323,29.0
65.43172050220956,108.08549002096088,101.85925678221771,35.464795486381206,182.05518480209275,175.66115950079234,202.7694112009794,179.6785494720598,17.131535624744142,29.0
111.49235644940283,95.83453918767256,67.28822943411426,1.992783698590221,183.2018493886322,-4.115646710994986,183.85142846532364,182.0149002811935,-1.3124388355380583,30.0
107.34070528303285,91.55271650886759,64.69723294187119,2.405407712986633,186.31404329784013,188.71124687607028,180.6252769120366,-3.7683396323920335,181.73585392686473,30.0
104.1997527814424,99.0351022556426,63.010111924611145,160.54392294535378,178.28316593404696,7.976630842294262,186.160743539909,173.7475084457436,-11.409918231900312,30.0
119.40511536433296,88.84929556339094,77.88400045719641,-24.19462618696656,173.75985540110688,-6.620275409805469,160.20396113786344,-3.1478990189917107,196.52657587448888,30.0
117.32289551657692,102.51556950393936,66.33135525326827,161.9170107742623,2.2999694468090346,-4.662027392965621,182.86269483685987,195.92053546505304,13.185340628866626,30.0
66.41894169156626,73.89014626048622,116.44899338508776,1.8101890701290213,177.79677690683044,11.791417269253683,187.8383654184597,9.28477769593736,184.23974051144742,31.0
66.1620043653858,78.48560624864157,112.65671804269444,4.815642923214166,182.18552147138615,-3.265851015078741,184.45682525331023,180.59963231518296,-1.365355728719502,31.0
