Mol. index,alpha1,alpha2,alpha3,cluster,1-6-13-18,23-24-32-37,24-23-31-36,42-43-51-56,43-42-50-55,61-62-70-75,62-61-69-74,subcluster
223,102.9723235389504,67.35399798797549,69.96217474879141,4,172.86003387945686,9.28898220524792,179.53666549398991,204.252710935458,-8.6672332387802,176.77178828894017,21.69056949106157,5
282,108.25149555127092,65.32396708343913,70.50523658056741,4,184.1096048845163,-26.41402243166082,201.63181099153903,182.347220691271,-11.30300505690951,185.06009684709588,2.601127889866578,5
366,102.07782758848256,67.06386641674466,66.22519202266086,4,-10.366243144811474,-23.70333580448677,200.3266790226523,178.07145873199133,-10.753548938573536,169.04062887065268,-17.66377516538706,11
387,108.29788494729664,67.93016357386043,79.06731491032555,4,12.590213577140911,155.3604590017697,139.1022399199196,190.3555805110639,-27.789906398959804,194.1906415736833,0.6124513528692185,7
479,110.34381001342024,64.85159806165433,69.892099501461,4,184.7245610711736,-5.760210569928327,159.94225152082058,-18.416640107649048,159.49929703510267,17.985738264785557,194.02653431093643,1
489,97.64080661967309,62.6847131756122,67.20400326376995,4,186.96581080782477,-7.609240267160958,171.9282123701453,-8.303660851045745,172.0203081704933,-12.255163915515686,177.15654223374088,1
702,99.64509958942402,62.172327974982245,60.56762337778761,4,153.77218369127831,176.4932219697308,216.54710192275826,155.03606767206617,202.4043476391908,163.69563445432237,-7.352125404375598,9
837,99.2728161035826,77.43156458822646,72.32293039767842,4,206.72524510748843,-10.601957479006668,161.98108187801893,-11.170838127281174,189.56509237497826,-2.17610733207098,38.15478705028136,8
865,98.62401025086308,67.46378271813907,64.62050139237115,4,171.02748241466043,-32.87323363228329,191.58338888695968,0.7704918474989588,184.87074038385498,158.76443138083343,24.21670517844646,3
867,105.91486082369646,59.22171138303349,74.53665421987745,4,181.25678269302858,-0.8583941488792011,160.52987709285307,0.3237820049167865,186.20826116083768,194.90189204258883,-12.92148179618648,3
975,109.5065607510366,65.11127603191082,70.6866282855899,4,148.7279382167222,2.590067641804679,189.30404776566203,0.4155394843651658,176.9395481881728,5.069427059026652,185.01602151234843,1
980,106.53133791248486,61.812901307526616,71.5528157608254,4,199.50433983376556,-9.243521064675877,172.27692626083805,9.15322937525942,171.63231904524423,-11.979989425399358,156.8089481155679,1
981,101.70963092736908,66.26553833127173,78.80100360466713,4,183.40658683745193,-5.170129951480518,136.68785793218905,-48.230768712718415,149.93022523188793,-10.76671046876106,159.35587632291717,1
983,105.57724210094494,64.67300448805506,70.93086997725175,4,183.6018497006489,22.21191693738779,168.61754467817124,10.15782708218162,180.7752713517052,-28.76158118362375,182.25569275018972,1
994,98.5885203509659,73.62947507178166,67.33764898916772,4,157.33040975309422,6.844408219095253,151.9477144165141,-2.2461637704914,174.15703167804517,-8.085892207090868,178.6155736524188,1
997,101.45321897214596,59.78090163080637,61.39121269114855,4,180.9462906409321,18.618097816537883,140.5647674384467,-10.606403963507727,166.43405091171513,-17.606071419955125,175.26723541131776,1
1034,103.23920027589186,66.94963741257071,76.37643345032943,4,208.71833623506205,180.54867387297534,-0.7960805527947271,30.26726471035061,221.09413821039414,189.30148587552026,-10.14470957599158,12
1093,99.46508727759722,65.04918806651928,76.59673729377953,4,162.81648526248316,175.63582431842542,-13.881477450296476,174.43649751872394,172.50349758985837,174.64645740233885,-9.360772746043954,4
1105,100.03297536696496,69.34598416568376,76.45346844719376,4,174.13494587982547,186.1650114058599,183.65729278956172,187.27656012316135,199.7783812378724,151.90967773817775,8.578157336032865,9
1141,110.82470064021366,64.06853125643556,71.87639274799035,4,189.38984998725968,181.1431813018336,181.69180482235686,166.9838622440987,-16.52894782771281,165.3785889336194,-28.31651159103072,6
1144,102.79318053818598,71.41231709467027,77.37943810366303,4,211.37512169034065,173.2763458844584,181.21641452813387,164.99887026699915,1.9245801581752544,195.00443711059964,-18.261443900902133,6
1152,106.09291760106504,65.28606362890768,68.10291812686961,4,177.56229973316897,197.77169073665488,166.81039731124616,198.1743015191151,-14.537447307533446,147.80986372571115,-3.6875445029706966,6
1265,95.5665925924824,63.13774125055251,69.31485109325216,4,192.7006503491437,174.73291369571692,-18.25267931011744,172.76103703900682,194.91605734478372,191.4277989423396,-2.710971301008614,4
1293,105.69724949650798,64.76368930547264,79.81030696519353,4,190.85887038801587,172.6196667683438,-17.220587762018397,170.24644863604604,-27.581462470181037,168.65930540571372,-13.034131210519933,2
1298,103.77293360903498,66.72391324921557,67.26863067487113,4,200.69679931855782,190.32284163662328,-22.78935189602245,166.31830240949392,33.64167954248157,176.57101582839113,-26.812088343277143,2
1319,102.11623366921113,65.42024095364066,73.88360963356753,4,193.39264880535146,185.88021859572686,13.248980191615782,160.24177141413048,25.64318704681913,153.17122917961933,3.930076538993181,2
1321,94.97764403439514,67.6404999794719,71.66702156410258,4,192.95375032739793,187.9407502580435,1.024249519254817,167.00048308152233,-28.38074369605163,178.86811280810613,-27.647172997589845,2
1322,101.14530369457276,60.23974555233183,65.07729158002594,4,194.41656304658562,181.0281563635878,4.845529558818857,164.7580829955426,5.910973588167204,172.82354133108868,13.162076840530268,2
1323,96.34592028446036,69.69245051061381,78.51323519228106,4,196.88441473579047,184.51003858595564,1.8293294461510747,175.01587428808674,-21.456680914416225,183.01293908480486,34.21717035831213,2
1345,96.88290519851566,64.31245216953509,73.34070036300284,4,157.26825744440205,211.89832640957138,-16.894923331528176,164.4457649643405,-6.8344100202645945,197.26855759170482,0.6519059642099978,2
1360,101.98838462390027,61.61921776064944,74.1699012413623,4,200.51023770980373,207.02107099181612,-0.3887397200905313,155.40646840073296,188.66533968248115,175.12539759092863,10.368545170919964,4
1375,102.44656567814414,66.00690625118452,71.09199079324478,4,192.59045970283591,158.80602615365177,1.8172449611119852,195.92187202907596,195.53806795104683,190.76623849521653,5.739936706230826,4
1436,99.15882807625896,63.24515405174554,80.70738588581523,4,179.6485314230245,199.04725795879745,181.62724686542504,24.98763808891379,161.51928298838033,183.7092043176549,10.552442328594346,13
1490,100.48927275951527,64.59186202981358,69.10723189137858,4,184.00879280551834,15.48859926337776,167.0282425329229,27.56775095707448,188.5600863330415,160.62316447925676,4.947929741127807,3
1491,97.52479461287112,67.66364283385276,64.0647604186548,4,157.4672778510562,11.192066858908234,196.6660181738951,44.44695364156542,192.81018637916327,228.1552683238924,25.528669537625245,3
1492,106.77498635030508,68.39810880822127,60.66711969093358,4,192.39286576968195,-3.6056870350119135,184.05445239702732,-4.212219509409404,180.38747119171606,174.1851622190452,21.934823464302195,3
1504,102.35967898919375,62.32616965665673,66.71468256527318,4,188.14743635993287,-2.253962165726996,181.29270809431762,1.8986798921117636,197.84531039254642,189.81695708981871,5.657014561723234,3
1577,104.39461534439988,62.10066155768723,70.50298459303283,4,179.20373014378077,7.535840203244123,132.3218519788111,193.26014639192852,179.49267973880967,195.09181841361337,-28.707825941047247,0
3,70.67465339715719,117.6657260497066,88.10133645561717,5,171.3924837027732,-36.39812195297739,195.07727892422352,0.1146103153761292,165.1212850015767,186.50901443388713,-14.311734521940632,12
241,71.85606528694576,116.43033809901247,97.90665301268515,5,187.38846175892945,-2.535115321238794,175.45796165208404,162.60794120718862,-11.999942873264697,176.6295369898211,-24.632655850894505,9
266,75.55680517022226,124.9508946733222,99.85315742693048,5,146.8929569352116,-19.402770183482318,190.8458541001272,163.42948655053084,-1.952497220276553,149.7781258230445,22.397888195305548,9
277,71.11357172429742,115.5825862129759,102.59722366190314,5,191.25370240053562,-1.032057371689026,200.0017654380877,175.04168491837817,-21.57907680054303,184.66313460042363,16.900734357957983,9
320,73.797469610613,111.25875848442016,92.33541561954574,5,174.07944578333,-25.59050329856216,180.3276679229402,163.7748566317721,31.46400313032435,164.18962510485548,-25.74268202855436,3
335,75.24026104403066,126.3688321566932,91.84798127750004,5,10.356741881067842,-0.0665076911836365,201.96286478347028,174.1609016523544,9.897593804728915,188.55048239403126,3.797719113326001,0
428,74.43480434748896,125.85887646662368,109.12955019316914,5,191.6041945823649,17.303180235428446,147.4966819224942,35.95920453042115,196.0563274937772,185.66940744111648,37.72438750564959,10
486,79.30218615299825,128.7202515809412,88.37365243077043,5,147.88650770013393,-12.34403092763583,171.10376885913547,24.154281191425355,196.08593976340092,-10.378141441102468,179.47119483926568,2
534,77.50664643653684,113.74560561080388,96.89864778354642,5,156.3844529364523,-7.395655894811878,163.0407518093314,20.393727361961137,189.17270288686302,-1.2169843118170938,167.75855362447396,2
559,79.26008686465593,125.11758562538532,94.63545559540144,5,26.48282799632573,-4.205639877302819,165.94404641194808,19.74023882506346,191.56776382186737,-34.47992318032189,221.8973215885845,6
693,77.93931479934105,125.6759679535708,97.84292702584004,5,187.55663471730034,-46.556877404751695,171.97955366894027,157.83927135227364,170.3840648095984,190.89932993681535,-8.955851818669297,7
720,68.52461459822257,117.55557268662896,104.61184695184384,5,190.62579809846432,145.69705735332286,190.1370401010643,183.77642758470196,166.0518654454207,153.7210942594271,-2.807077081172968,11
