6-1-14-20,1-6-13-19,25-26-34-39,26-25-33-38,44-45-53-58,45-44-52-57,63-64-72-77,64-63-71-76
6.91340428964479,179.64188324384838,-9.755665106075648,-169.24737726687025,2.220155691167341,-163.94380940487127,-164.70395690958827,24.631218750158805
34.54607910388545,177.57639422108068,-21.193118205210617,164.58363308505508,10.61466641355395,-149.38924835637536,-148.8492409290551,3.715884496240199
-3.563704118208764,165.84451046932762,-6.915508457901022,174.75392304989276,5.992118347640808,171.41537571698933,159.6710876729585,-2.322670285592708
9.175149064103737,-170.91126838009805,11.660352370997238,-168.33996583139154,-9.528904948635011,-155.1915075248332,-165.65134266312998,-9.246250442616631
-22.47749826372775,175.2645197345588,-6.537186230400483,178.91475621641618,-7.972825504177136,-177.30934222353147,-169.41653834199002,-7.414863257827426
5.712823219719776,164.01506473520442,4.921402035448424,165.15110433155726,-11.656364003921215,167.40251128906374,175.64907727964518,-2.8570537387611856
8.203007048132095,-152.90358205430135,-5.749655327708893,173.00013572774662,-13.112987695294132,-167.34128874055753,158.52289288323126,11.21299104184601
-12.29001693420568,157.75018445034033,-1.1501645059848151,167.08258647265433,-11.8471915625584,161.44124697489002,-177.05533152440614,15.081193012292422
24.37745237986781,-179.4438085733114,-28.411506086835345,174.059931102592,11.516812780523402,-164.30831675139987,-174.96711438034893,38.232673854766304
5.786385599481105,162.3310179683297,-9.25158533407091,-172.90721456452223,37.42756536942132,-152.44823704272252,177.91203997119626,23.10017291017801
7.877542319817776,-162.5464929969376,5.63619927634166,-153.40239836446725,3.530498227244828,160.73221584457974,162.36674787661278,6.0872567740269234
-4.814171159535142,173.66483358474335,21.31182784110878,-179.334896929026,-17.21870107712011,173.4470342893379,-150.3838449374984,-31.82553875043053
-18.63098539209432,173.7118929272553,-10.389834095967728,-175.85948959058624,11.846374092648375,177.0646745388219,-157.61800384483092,-11.21232566947138
2.927730612735458,178.4392675003813,7.073909501813116,-176.1485376403241,4.303344275909841,-158.07952264369928,-167.75486429889554,-7.908120442277744
10.017324935222456,144.12319179279552,9.661503462880097,-165.4020009535473,2.9326119472402725,168.71881447350023,174.61535515199864,24.00015994760867
-16.078292371346652,-167.57477392280393,14.411832478975557,167.1954699608703,-4.857148290999528,-177.77759063522126,177.7981288538504,38.462428952986905
-16.193700000104496,168.4293839908468,11.998633816874886,-168.51937554970394,1.988378365556963,-163.71434059042377,-162.09607007951726,-8.895935284464636
-40.47086583843537,164.3728672208123,-18.462530428427343,-168.54226705905302,2.3273581339002267,-175.34563213055813,-164.00313925580016,4.192972787854193
-5.191099086185158,144.2742647992767,4.616629493334804,167.2522370785188,16.59516964853969,176.17692363542062,-178.74652288492584,-0.4540383702140245
13.179821818866507,162.24393933510314,33.24428168278838,-171.0654344893509,-15.085339137067448,-147.7442665961748,163.08983711458853,-1.243849995386329
-8.532320391270265,-159.17390073540665,-20.29678814203212,-179.94999451494542,19.77115612753965,-169.6429378642981,166.7934496581086,22.65739496566825
-34.91333058979106,-169.45956994562786,-15.373617313364866,146.79503785535923,19.923848233193503,-176.8817782487047,-169.75668562069887,-6.020281948572783
16.387582880417447,-177.03590865249888,0.9703494259227728,-174.35065052882038,16.788327859604287,165.3287717438937,-173.72975691160906,23.832821198289576
-5.58544263707306,-174.61867880690306,4.91153404581175,169.80900366694502,-15.811682192204586,164.6601772465818,-168.9855208641161,11.353276415609262
19.42862259417042,-172.4084080765852,-31.13370156964952,-172.33207737062037,-28.84484729162292,-162.45446607156228,-175.6738488148311,-3.235901619338863
-5.742082035273769,-159.90245281663098,5.601535728019206,175.1819082470161,-41.42065712435527,-172.61912489566689,147.69411774746166,7.984563393657116
-33.63288066035783,152.35807388331315,14.47324126000726,160.03343737554923,9.696389922051363,172.66485963884526,-164.49532432075327,14.31672195340257
-23.97892357428432,171.0887465117065,8.923660545605783,-150.35154120328622,-33.55307216556867,-173.8711282301878,169.11781070035656,5.067766533567743
-5.672547783377399,170.11717871437784,18.79568631686357,-175.3495812060984,-55.442313143321904,-177.23167770295254,-152.2504077642366,27.50578974013951
-0.8802035949982073,-157.58124063926547,-7.897313983688511,-153.6545211158586,-18.87064660384114,-160.22244899992802,157.17284013689175,20.995863407909976
-7.99563690457486,157.83031137303962,-42.70814648002,171.08672112698642,34.15054472172758,-141.94504067842308,174.43446459328374,21.07995851329943
-10.248190269032026,-167.3121767773169,28.4300017520446,164.34151607452864,-8.118450599145413,-153.95806337536382,175.40887447646222,23.039919161666266
-11.796217377577369,163.2409629391729,-3.766560320980163,178.85577328292734,11.92210655417491,178.1487733166434,-26.95806401912628,-33.480977076837945
-1.3064196385529223,-169.5435651629019,-3.235135034291439,-173.37966671608606,-6.846286123845887,136.56782648428393,-155.81919883967126,49.98351614640031
0.0405337003167729,-167.17393926800767,-5.12745270088695,165.542114390258,-29.495286927063862,-156.6924289415778,-163.69125814772366,-7.886079157015961
-2.9786539334260302,179.24920777589492,-16.55899611849305,158.8720585137698,-13.016003391491669,-147.819617164242,176.07706826473506,-28.28792187809161
16.7357308035572,146.88115660791496,-12.551224206012185,-175.06682964385675,14.38563773620556,-156.68606667220743,169.56675934998066,-32.10312895217184
-18.94271263923864,-176.84791069098716,4.429873162452936,-171.73521576135164,13.603698750640188,-176.0878330286878,-134.29115406602654,17.187711321478425
8.065071298166703,174.76584931697943,-27.69557568873061,-174.76438031726352,-2.811293129614896,-143.0545528915474,173.93888235661836,9.300175080000908
