alpha1,alpha2,alpha3,6-1-14-20,1-6-13-19,25-26-34-39,26-25-33-38,44-45-53-58,45-44-52-57,63-64-72-77,64-63-71-76,cluster
67.24229396189101,128.0919701939328,63.5247810400233,-3.6097103813232354,175.6339457525471,-12.942662444187995,162.83640835887743,-0.3226603220194919,184.60876468540923,166.40838775980907,13.175848801519507,0.0
69.22091373870549,125.63777594635825,65.11492692559621,-1.4983261839279653,178.9937380983495,182.9262784211071,175.57123012503553,174.6193029872841,184.1512007406634,193.3684527449953,14.280967115339775,0.0
71.7816842987283,133.1220370433656,67.17680820436378,-15.090050237856106,142.28838838643998,2.8814785432349423,187.00451523927086,162.35831076823575,-12.600447272920746,177.49220594752086,4.5171973897022655,0.0
70.51961021079299,132.17762528757922,65.04398418933692,6.82092466939562,167.16896146562266,5.551517422279442,174.54971008934658,-12.180363592947305,162.51014462868324,-11.911571222764925,152.30879479404518,0.0
73.76300618268881,126.16193232977707,63.30229326457748,3.725487015871598,178.34311059979981,207.19415570708895,185.29160888746654,9.176137300384475,181.4404558761078,184.86473611408397,14.909269775457325,0.0
111.91004639732819,68.61017363708636,115.05183481162906,-3.4210268606844485,177.45256111095452,3.385684643962181,170.06442639852327,-5.734435960533233,184.55704950109876,178.6152380364964,9.254214697451383,1.0
112.47695369335821,68.54577644512177,119.80585189331175,-3.3996936179438433,168.8706259092785,187.9803439787896,-4.904751217070221,7.676520945621434,181.43805999937638,173.01024873389474,-2.077777205386665,1.0
115.50329000822956,63.9027866960875,122.83149758838044,171.85490564121272,31.44217010566316,7.766653684263762,171.09884034899295,-6.711080816465375,192.9314869317407,28.643713230732008,6.654000218593862,1.0
111.92025181549513,69.22512689361125,117.74506767063694,6.323366954302426,187.15567107972038,177.93097317665584,172.53233572358386,7.96659823099895,188.64426882749532,172.3213571150773,3.9127079125519777,1.0
120.9422644102381,71.52011738132225,118.8213387578403,-17.314244752432263,186.95072226705346,-10.97187610157227,175.6839558508703,9.148342635699029,190.0209727506907,-1.0686214479076626,194.76606746901263,1.0
110.01840898198608,69.94135590528477,121.1786146614328,14.603790453978508,159.54693538297985,182.17641863807845,-10.518705745446995,179.21691964780894,17.031222164134537,172.33707481113044,-15.58029183302376,1.0
108.47673575652512,76.18607431661688,118.80877297381801,3.0689423189748304,176.2521225318341,177.32040377155172,0.6817847569211667,178.6597999707259,182.3884102861234,172.64409577309095,-4.94629498605533,1.0
107.04232614577164,72.02495546826523,114.27926388811991,20.63024608019376,176.79624433741128,7.774038537176869,192.45152764458405,194.04682337049667,21.52390507400811,194.36811549677648,-10.515838905042816,1.0
115.1243291941367,75.80843793010766,119.59804410001989,190.43080249926848,1.4937177775039903,-5.163663121273739,166.79183691246152,-4.461155444941603,179.5003011281121,165.12587506522797,0.5521942820365426,1.0
89.20599684623778,64.60832648865313,74.05256222098443,1.7136529732415842,183.74360450205947,188.10470718180963,-1.6471561278702354,166.43097324469719,13.49968176733046,182.11615905106058,-0.22268806969922395,2.0
88.24494262263053,67.23858795453951,75.92415346543432,-2.9670824592006695,176.99465486659173,0.6377871095493354,178.08720613617197,-9.583826674180825,189.28868350583772,178.08798108581217,0.14900416114525758,2.0
87.11573958245656,62.449230083034834,75.48856154206328,-4.798579213969034,165.76245587057363,-7.233299683628971,196.74208485436145,179.39212498223952,-3.2920178588709548,158.63103653569314,-4.910159416901671,2.0
87.51604315784272,68.14701413840729,71.84469632842018,4.3925216977016195,194.8309124586106,5.511322519792985,167.15988024940276,8.978974262213281,168.97938803643154,-6.6914778360131315,186.94751644369603,2.0
83.93153462533972,72.43417918806222,81.06329049137229,-4.631315200193531,182.85136458083412,161.76055945009486,189.8782681728638,-9.24215420782003,191.5079155044749,186.74764058196726,5.141094146808786,2.0
87.89211292399305,65.43281570796753,83.2499582532817,-15.351418745504196,184.3362793118076,205.3765833672109,-13.299128132018552,15.250140301756444,172.12966924526822,192.93037132988957,-16.17932754722037,2.0
85.91158281015073,59.35448875605254,73.54442357575742,-8.842164473737604,168.222370044888,186.2883403635448,8.306203187292,159.21315312946717,186.8942990968194,168.16856363867942,-9.539277434051565,2.0
82.41705941928242,66.59054879175264,77.89059412189881,-11.796217377577369,163.2409629391729,-3.766560320980163,178.85577328292734,11.92210655417491,178.1487733166434,-26.95806401912628,-33.480977076837945,2.0
123.17345645484329,113.1539174388862,63.1732221756174,-7.121301994151952,183.1022961582103,-3.462023348588473,176.0722235050761,172.57697638152567,-5.005995414852363,173.1376574794314,-3.4064467037360244,3.0
122.55128409453266,112.83250817149901,63.33728459783108,2.6113180003723637,182.93481449673104,184.62528721681298,-4.7255129953269766,2.1617123767902404,185.01408101145097,186.6470508154054,-0.8180697620162128,3.0
120.76299748480449,111.45968915830525,70.23174107002198,-10.238853830280206,190.9638956901647,3.0721383152295885,187.19777143612984,-6.907628176389411,189.04441917388786,191.5844958211554,-1.6175098862952015,3.0
122.56194904812256,112.77911140772113,55.6183976793629,-21.48265604661305,169.640031067432,10.795487336128403,184.0024110239172,-11.846058845272323,168.1390455259646,-18.647754963005184,169.05909599667666,3.0
124.85303445432315,109.5441303704302,64.10930367809765,-3.846267479867451,191.36291668797716,177.0159641206866,177.28002141531488,8.481871046668859,187.99639115304228,191.98158793303332,-25.386546211158016,3.0
126.42758440862579,113.15054793200429,63.73632059618147,0.3703881650860872,176.84426313916072,146.04011073608953,18.671409165300098,166.4003327039573,209.83417544113928,185.1517517334106,2.640757769581672,3.0
60.24609572233246,107.9078853435307,99.67109271054225,4.603205912058968,181.59897201032055,198.37053787300766,175.49876727903535,-0.40794687297015997,182.69856703836018,184.67879315859008,7.4315470383839015,4.0
54.2842395509639,107.35295395525262,109.48787248300954,-36.46434131410351,170.69667376149349,-5.488700666824453,111.95302031619087,1.7778037275480825,205.64047696684327,179.32772884006417,-7.484938538280272,4.0
66.01336255581293,108.52554852398796,99.54038574809672,1.0497590846596694,150.21481473956356,-0.5682120925001193,173.6201455047929,162.8007043606758,6.287230247888719,177.4624277199777,1.8796489929375353,4.0
52.8964073414279,106.03155167260856,95.33067324351634,21.694174274647736,163.61348801833734,-3.3133448615275896,183.3386688581598,165.0948310091626,167.45639778840595,5.83081892775319,148.65573492550482,4.0
57.24569660886652,114.63039988455972,109.84355756120976,2.2115192339179424,202.0073871104831,195.8707151179377,5.623777107117903,167.90253073380083,-0.7520775470183257,188.8129882100387,-3.375996146124447,4.0
70.05733159483792,104.9298843122574,97.96936137507744,2.2228063815138084,192.8010898170045,184.40804097118755,169.1632137755529,202.2255105473081,187.09287674145256,185.2232379728586,-14.314243326854209,4.0
52.796405233834996,110.39397216665338,102.52293237424125,27.78060544087621,183.71332480419656,-1.6216878056569797,162.38942209993218,25.008910372150325,173.9039374800258,189.12812109808996,1.6273287689612959,4.0
62.508508461437216,112.14460835817945,104.68604594391408,-3.639614962420127,169.17199897992188,-11.807803496796216,187.00881904641648,-12.553676516108744,183.1618595014889,176.7572823848359,-8.697526774082876,4.0
70.33712983470873,103.65892182452048,100.35884449574084,3.839683003792232,206.54126929061528,180.26531927164137,28.057392058340632,-6.281629890754498,173.96614255381002,189.50358438023045,-3.6769906706876943,4.0
59.49743861692674,116.36044773923078,101.83424825409952,-43.034200148036525,177.09991593004276,213.8226621157516,219.89422772653583,-27.20063874958877,201.2637166476844,191.83665060948684,38.99955726623032,4.0
54.483131300617565,109.91757503323437,97.70574916837143,1.2182913428965816,151.3063418635296,-5.72599254295967,172.65026347796697,10.09144883004451,201.98014840071482,179.65285843111647,-3.801152103972364,4.0
122.25888064273799,114.82742412749796,118.8754999774569,1.209350119465759,179.8253160362332,167.1896086344347,7.8237878550485105,5.861996096352411,178.68837081709896,180.43651579411855,-1.6699635995928686,5.0
126.2710170353535,111.63118787010221,114.4800228599472,-3.179766561661857,173.003865041809,-7.051884688995358,176.12351176246716,192.1419285901503,1.7026473361835475,180.1676983474242,3.105017483242469,5.0
124.9402875170766,110.52446393581332,123.72040078112445,-13.26792049759348,179.4375559852395,-3.841776042544043,179.7033376309321,8.389906718832282,182.54510070564226,174.46236231251015,13.548385511253034,5.0
120.09378287468728,114.92367394643315,114.69566757236487,-3.183596371753512,165.43149451820713,176.75393283838713,-15.900037286157207,168.59277484716787,2.043035583073352,171.056481742279,-7.99332606102726,5.0
123.5062270536574,110.19318179628698,119.160639532662,-6.7959232408496195,163.53325620340968,149.4437096025647,-6.159135373848211,165.17290061595068,188.3231433311909,178.09749053089098,-2.166230659954948,5.0
133.45790779475135,103.14093310419534,114.6205796813525,-13.41218831598057,199.2278277544682,201.8386653402464,178.91528293577198,38.76969415478393,154.78879035455145,182.2715659920241,6.196411499983983,5.0
64.8882491852947,77.27583097313307,130.25033110974996,14.960252068309124,204.2282090781232,166.8209752687001,-8.129418234323737,166.56560050959996,182.33072455726855,162.5425925389571,20.45203413441322,6.0
65.02773918398732,75.8378925265382,119.87620967454637,2.4628045807874352,169.90149579772168,-7.968530187038999,169.0061982822356,0.5314027452420947,182.53175463920624,3.5704480854183673,177.82735957193617,6.0
