Mol. index,alpha1,alpha2,alpha3,cluster,23-24-32-37,24-23-31-36,42-43-51-56,43-42-50-55,61-62-70-75,62-61-69-74,subcluster
131,89.10718610546635,109.16806111357268,59.81200168064774,4,-19.449855330484542,160.8967139375016,-19.89579102033779,179.37766352506145,-6.432969895991733,196.27622539112303,1
354,77.8894918565841,91.52085575735865,51.00534368272487,4,-4.009835369824675,177.34801347613802,-7.2907283119913,190.94919085398251,225.16460983202126,-5.4801712699655845,0
590,87.83709679883486,94.12744020703956,54.779890254946224,4,20.174138694541483,154.7953830940896,176.66334129550592,179.6419088619508,9.59113292733416,132.7499603232929,2
668,79.87340276817969,105.45694328988196,62.00209093473844,4,3.120705316118554,142.11670595802937,-35.62787904873484,231.6283009332713,185.65090374462963,-16.64454413442246,0
710,89.34506847507106,93.87507485400664,62.90308401433347,4,-3.615335549016303,182.3406157950349,41.421056110085765,155.62577246576822,162.8221214353323,4.986887010051009,0
713,81.62687632201468,95.4671979123396,63.68011024540888,4,25.832571382397944,158.01628549079723,-22.708770667958788,205.18572736013255,211.5263359733219,5.521685459973235,0
793,90.60270558128252,105.13192330472152,60.16109422609144,4,-6.603694995496465,182.91976171033332,-9.667149253261028,209.7746908150136,181.3054984991102,-16.00993615410489,0
874,76.55874245936944,93.07149523964512,56.81243774896138,4,-3.3033922404109504,166.41280400111174,11.86069136720441,178.78358899403014,228.94515059791502,-1.9842614155846647,0
876,83.7715911088656,100.52177134966593,60.188058821345,4,3.439148456700982,172.49935137948344,-43.53458809863962,195.5047065746836,163.11604239897775,-9.095221955122026,0
946,87.11711860933747,112.56442134357482,49.81034768185275,4,-3.0946092101837586,182.1069475154924,-22.37311302358392,163.51651295431404,-11.431356310240725,211.8724604755853,1
947,83.57265463000196,93.72753827333052,58.6890362826455,4,15.449353562219615,198.01416130335062,-0.996496116409676,174.8445216843241,-0.7820390944173635,154.94937847847345,1
987,95.96214902900864,93.823958896568,50.91821810929955,4,1.406115349905226,183.71787058167982,159.47641445843817,158.6760035449152,30.512622115010917,179.70144802106125,2
1036,81.00414387092678,98.32914649221192,61.99999310601894,4,-5.727094182309903,188.35967796151184,-3.925596893871131,179.59425146826786,180.28470077065157,-6.178266762138168,0
1273,86.35889123906072,106.35190128669797,48.94615182152754,4,10.608289714824476,179.5697902395532,9.032468045382634,174.77196426048698,188.9739227040915,-1.5496918107301814,0
1349,80.43295996041437,105.39655963565228,53.61364184433385,4,38.39098682917922,191.5238378340355,-17.41627828584004,162.7083754828172,205.28122804253533,-7.059286704948383,0
1365,80.10301684492732,105.32727541074262,62.309586017739846,4,41.31829888354734,180.65008009161545,-12.917608013120413,179.92628853739765,206.3640590554036,-4.813705161213546,0
1461,87.50943531937557,110.2617347656543,58.97697488266083,4,23.54029624646167,185.8030209640784,9.047654911594954,164.64346163163833,195.4483997958442,-4.82845173383013,0
1470,84.0913113955505,99.318052175217,52.80667465655643,4,-20.857412812521027,183.10289509558226,19.96648471412564,180.90790075807433,233.48283674130045,5.590233379996543,0
0,78.16739944645089,122.70220466952064,111.61430493196752,5,10.574845961661747,188.24192692614832,190.14828398104362,162.0344857189781,175.68076295960265,-12.947748823742067,3
42,70.28859715985493,120.60244420898572,114.35802216622666,5,18.63228703554052,197.7262801209995,3.934064004802994,166.49304057684225,225.6426350892656,-1.5141920877761783,0
48,73.93497974361641,129.34750326682249,110.66205746625228,5,22.48856312056928,151.59681772491064,21.093682741219787,152.38958164592697,172.12049753656416,-0.7677059538242657,0
209,67.45204866663667,122.5785163317276,112.24979104247362,5,189.8397579407995,142.33881054765018,-8.098055499479429,176.21133079435893,195.89150024527993,-31.60489650623644,1
230,78.99468310681341,120.84019057709236,108.48788825768104,5,-32.09885931584908,156.17342009916604,-8.346227297141864,200.7142254581127,165.0892176318301,6.379718906705044,0
279,66.4322381290116,126.7383306855187,102.87094582198009,5,76.21027802351328,182.06997268177105,4.097433479834862,174.16165644896387,188.0114126628749,-11.243480135973948,0
304,72.51464430437028,121.34944261211498,103.51638933136712,5,180.11488873742152,159.70914571494535,10.635772415236126,198.9745747838996,183.5448787871198,14.171841210056154,1
309,68.05678823607359,137.2437676099258,109.94806893294748,5,193.0153610472252,175.472319302518,-2.540024845115225,180.65830200481048,188.35259843217804,-15.562578580032769,1
319,73.72561806832371,128.4093592219371,113.07839180940296,5,31.6923571362936,171.17135084412809,0.6031201801088342,191.08361226014196,179.96395954900373,-5.692027538475873,0
363,62.58140679663919,123.29210637495108,112.70016620011424,5,16.882682982030047,183.01626286371754,-8.922273127924225,167.6733273005628,178.77582978590786,-1.168528871637353,0
378,73.6511113991381,129.1361494407912,120.66664572634454,5,-47.96634763187684,187.69458772786962,3.820274861972947,188.75749933337832,194.87484253291447,9.065560689609244,0
381,76.18618546716345,125.57997198612492,110.04933050213629,5,8.406924134950554,195.14591938640928,7.795388770623198,186.95527338963032,207.19848358010913,-10.504559202820872,0
402,68.4261900972024,116.5943649314392,105.71880281971576,5,-4.861017818212634,157.7834684635108,7.575964142957895,152.0833197701715,167.52520533124843,-20.89046800541649,0
408,67.25584044875137,119.59904329417525,107.62503983726292,5,12.04921503631175,168.03169280285016,11.84093058544666,181.93589222666876,176.85930961449483,-25.652886960825235,0
409,75.68445881541983,132.22412318166164,114.04478538526357,5,-5.438001776155008,205.57560202118975,29.158744000003978,195.13573942666824,144.13115256795166,-9.676352638847115,0
442,67.4850464834187,121.41818076133283,111.0691164663328,5,7.519789222108867,172.1283830641192,-10.852584547258015,187.75790629067328,178.53200844004638,-20.60666486602197,0
444,70.9074618334082,116.77306204689911,111.95174487817089,5,-15.03261225566679,194.45512705769573,-30.685889486437212,156.61058778152892,176.80807519611955,2.2449636407825198,0
477,72.68099045650449,117.35536449263284,109.6937030680453,5,-17.582777832581574,184.48252888907564,23.299761836821432,169.77342555033363,161.13812600263964,-7.59512793521569,0
483,60.672712521059374,126.7124904965224,99.37787707239958,5,-6.716366251986448,187.99885354377892,-19.750303096352923,153.21379256565325,184.91080061369837,27.84867912677786,0
504,75.8225175513201,117.4199683766278,107.30718252445882,5,-6.916824651084637,190.19508350834911,-7.079722397536324,204.01224035950636,163.949801054172,4.162683819564786,0
675,68.55971234449069,128.08828570937752,111.38134892554191,5,3.607538469172481,161.13859717739078,7.275792151477344,172.46345336362688,203.65768406005446,-0.5719224982247822,0
743,71.26825629362769,126.980898405617,115.7597488639866,5,20.435814482952697,175.57246502135553,14.58332953893908,158.58122279046464,170.9391222804874,-5.597669459489141,0
749,66.8439349971412,133.30953784088493,112.74112051167717,5,-13.333093798441856,150.3440328212965,23.750238965439745,181.89438219016645,164.4273696552493,-10.579186235964782,0
918,74.13308689493641,112.87170709546808,104.35913964550136,5,5.946832192834292,134.36195213188972,40.14984093182287,170.04731442699892,-0.5332045239265107,168.42429841833393,2
1067,81.07978518521927,121.46588843349728,103.73192850779948,5,151.57602485385334,164.1486334131373,11.562579480419902,180.2160553387622,184.9671266022303,5.145822775313457,1
1073,72.45076294269249,134.77162599771884,107.6211892721348,5,204.63903347017214,179.4404264930589,14.438119444882163,197.2163464141111,190.82507021535017,21.51817702836553,1
1210,73.5654697834725,126.76887688790607,104.10115125572288,5,167.83681281877335,32.653989908621604,-14.044112117073404,177.1281215393161,169.3190683973621,0.8215683286848294,4
1245,74.23616373803355,125.852721994634,121.181930463651,5,150.81331516819304,-6.645612576658123,-3.0955880982781987,197.51176795014638,202.16731731443664,27.62017562186413,4
1386,69.72391689012255,121.55765504551243,108.74421631042892,5,-8.99545670303669,177.44173507348668,-15.824292279014037,207.05619807313542,183.69499577266183,0.7228523549933574,0
1408,60.93429956062215,123.8638586360756,100.6284345341842,5,1.500158659984856,214.75429336521302,-3.801783099105496,168.7406566389336,185.8233823175146,29.263897497386928,0
1410,66.24393552830985,122.06365167323209,111.41327606537186,5,-31.04900684474298,180.76075778730743,15.558364886715456,206.28188311806173,181.0370409642459,-9.93832739598784,0
1416,79.9942712090981,124.03957603705948,100.20882977712289,5,6.375859411568023,171.5058024978919,7.9149344757110685,182.3911810339364,171.3516302287609,15.708846891583976,0
1465,74.16731044294319,116.43078765217864,108.08936533232227,5,16.56699415827917,191.5629128101311,-10.320796131469988,184.1332418280106,198.0872957709368,13.636680055741884,0
1483,72.35785912011303,117.30151761107412,114.42324515784593,5,-11.747317222228263,177.75154407247473,12.597632903604056,186.38417250099525,171.79764907019128,-17.562239110269545,0
1488,57.8446922998317,132.34117282314665,106.80466826740376,5,11.33507837366474,160.5075351696078,0.4436853782321492,185.89613142607624,184.0202405018634,3.296224302057277,0
1489,71.98222620167296,122.03466870326004,104.02044631376673,5,7.351904632302628,169.0580888001331,2.796456712330232,187.8592788147762,198.95059191559153,-17.690594285064574,0
1597,71.10683395272777,118.30399425680896,114.25502779114191,5,-7.84617639884967,179.37103964512843,-13.12005322184776,185.12286385963895,165.0596772031278,-11.80800094475907,0
15,100.57839903114296,69.23462983286876,124.7257344466339,6,3.401924188193754,197.9343945179426,196.4924413073165,174.37382390296105,227.67647927218368,-27.217776629669945,4
44,111.05101845662122,70.36125989775361,124.88312149322718,6,-0.0541063866181949,171.7269913920296,-25.383093222806757,189.1575022885721,172.2836167549511,-41.63612031994544,1
