alpha1,alpha2,alpha3,1-6-13-18,23-24-32-37,24-23-31-36,42-43-51-56,43-42-50-55,61-62-70-75,62-61-69-74,cluster
73.22159207956925,104.1142553260485,68.19077523464873,34.39553409272416,3.858379881675669,177.10416590407917,162.1474625594444,-27.15325255738678,176.53816877111933,31.325392128510856,6.0
75.58194672136968,109.42765397009474,72.30616560569136,-24.003296654375596,181.5096813092259,191.7248861759869,203.53368230932062,-0.3110666403079466,171.49729223070386,-9.994240283760632,6.0
67.41660630126512,103.0424796432474,68.26650294131731,165.80422465576476,-19.076171176610632,163.01229918745105,180.09213536070573,-19.071397205270504,107.265617748288,-21.29765357363498,6.0
73.93887713233694,103.11730312007612,70.43897722433034,204.49236204744471,33.75765758875423,188.6494428265678,-7.1542761261414825,191.54104233786768,-9.446361147118722,198.23593084768973,6.0
62.76716204031831,98.97774045778222,124.80596628164999,188.0505638198198,-15.207596329994137,170.76963429912647,1.7746338733328761,180.5489392354436,-16.36913600052689,178.61465514218074,7.0
59.58231534048063,104.60770996037964,122.20827747987462,29.958602514509764,18.03563746533367,186.8155578442641,11.032214046335056,185.8676960440327,165.89760920393664,-23.155089107331275,7.0
69.69007890140246,99.53680744971231,117.08967826996454,173.3195844667574,-9.11468293775668,181.1786647858807,3.109252755495102,183.37498860958766,181.8793485301447,-4.51279958792917,7.0
73.82046554705445,97.89319399165304,120.203722510346,184.51944383822536,213.58914735226008,-18.3665542203302,-34.31203226231859,180.89204956313785,157.94049209412682,-4.178487678554332,7.0
78.63672510722411,98.2908145341113,122.94206376754764,-22.205120091090947,180.47961264572336,170.829753390449,156.1588195449498,-0.5969904420411495,184.7339801782585,7.563229790668904,7.0
73.72368016982244,92.62145222010002,113.29534936812567,171.82567432747732,199.55826371557635,194.62128758451212,8.806573292951228,195.20863924696624,176.02329442847235,21.268912242472094,7.0
75.62789299773011,101.81431540385782,118.00820270718816,178.7411062929748,197.87179108326583,-14.777950927563484,189.23003359055863,193.50810417965704,182.5508173666063,4.368159260924394,7.0
55.463240296652,103.7024377604796,131.89577922002485,8.725894658526567,6.9284955995821065,150.274853951389,10.913407276183596,172.84662242002142,85.5119918529015,-3.598669028702352,7.0
96.29462164294786,108.36715607713137,121.35843853088666,175.3898212685092,173.90720158464674,193.0379794808974,169.42600900923085,195.8468863415729,171.7692804104951,-4.44424318211228,8.0
92.73109036544459,105.92825524170723,117.91208804890263,183.39539747072834,-12.624755870304403,184.07996812880427,0.09494764453134981,187.05507261023638,170.1935457605909,1.9979376759183363,8.0
89.46190849106316,96.16708178008565,129.51717715012512,176.1444989699566,-16.881011010787983,162.01944375837084,-9.130178301529147,167.60083068274923,-20.839276666914813,161.7641498103281,8.0
94.47910680916412,104.29755414428902,116.33045217754236,-0.24036449896187762,-20.766443057997165,185.36155953692108,4.513999884006486,186.3998233854923,178.2585046552917,-0.8101795031653287,8.0
94.09247286845734,111.03788301940918,132.1534235160819,193.28131829058847,193.41893270090867,176.77100846699128,89.70907762724416,13.78251088634886,147.03798560434942,15.854626180526925,8.0
95.11465552508574,111.07211703744316,122.766108074611,193.5169059637143,-15.138704419707976,149.20385174267477,155.91655319414645,168.85138636445643,-1.4647554801600835,142.46220996932672,8.0
86.75293723495055,57.730345948112976,65.75169281080242,179.0047387479534,-4.435932328468815,173.1211549070529,3.800575302626255,185.8973019561179,181.75906009205383,-4.896059051457932,9.0
85.95443018735426,58.96103593717555,63.374726169435384,185.7277010004924,1.7292102811973518,174.10171594116,1.5993334823452743,163.56455415399992,-3.189338919924891,162.1641383861153,9.0
87.3580949748387,53.27579072931001,60.890073579655436,168.50536900829576,-21.293678456523825,185.74934428306318,206.65519556736933,-4.287968084046367,175.22834942588062,12.43883361879429,9.0
91.4950020806618,60.40008340251255,58.62720716470088,170.47646746655334,189.57549829996475,-1.1277436474299443,165.74720067623184,193.27086117181238,178.45114013238668,10.05405372311763,9.0
95.55061802166928,60.47930799606405,66.45196516837869,176.37704148555193,201.2282513967054,-9.900108424403486,145.25862317035654,10.916687116066496,202.4345966448222,26.229619297925684,9.0
86.13551256163434,54.86367506751685,58.37985666419197,185.16538799884427,194.95521777032283,26.111353697483413,2.051967130704368,188.6813650426278,177.34324366600944,7.89164189997754,9.0
85.6166379999043,56.42192590419364,66.40709003354819,195.05306744749484,-0.581780471772034,182.42042355643744,177.6208605480949,195.34568969866567,182.88586348013663,-5.072067114602425,9.0
93.30463471067374,55.95717840846559,65.92470693393383,50.473891151851376,203.4578380837091,177.6820653161281,179.01775912519125,-14.99353296862749,174.72343291231454,-3.9983081208262017,9.0
84.21959735266896,57.57060245795284,69.46843507736543,-34.56736190416094,1.3926510943112502,153.37984489275937,184.35957313673396,2.6416652521244,187.65360119188853,5.587802669603216,9.0
85.82910895095847,62.5386385233132,58.366019479793664,179.34509076948152,-12.860292716797812,161.33788775525144,189.2800728130697,170.25084981825057,3.890593323033214,178.9574747079707,9.0
95.6862045638226,62.30867059067613,60.80407144894813,186.88710902294557,-6.729396049148141,163.79107191920306,18.94500402932724,172.01302505315678,-16.251945879913123,-39.57109650700938,9.0
107.60987411618288,91.64508672452044,57.33919897480076,179.06238670156546,2.4152643574299324,167.29710355978833,-5.520644900204512,185.29940691584508,185.82966174835076,3.2751463384008725,10.0
108.7566315654501,95.02215633880475,61.7405307366482,174.76757157863412,-12.861816751044843,196.68431406720313,177.18901146182682,1.7971225842352292,164.45448525333396,-3.3440189156900177,10.0
114.50338182020641,88.09142290302319,62.43229371610355,194.03175114736703,189.56959218443623,-17.119592705928824,172.6901446573217,-3.2281336730363814,173.42615832389038,16.88700046990499,10.0
106.97863352604824,79.45048834590673,54.53923700724712,201.01117567884955,192.79892291124693,3.7635942318461977,-5.292706262357726,206.2585132358704,156.1545285285046,-8.901235746423644,10.0
99.27977729388812,96.50220823071,59.26847919687227,170.66825947081554,11.962911177108747,199.1934676587632,195.3564862808748,130.2374131584046,5.730789813425867,182.52082379753625,10.0
102.8258462906799,90.5963081268936,56.95622861853832,181.22200594692964,194.861531733818,28.85907977918185,188.9482511483652,208.61683160707688,193.37984009522776,23.599264188058264,10.0
106.94577572425632,88.95202565208673,58.28554423619186,204.6065339837097,5.685359635009085,220.29645716674403,188.0735071801652,186.20164194916575,161.29909846252158,-7.223643222838613,10.0
111.11458411181655,86.7179661594856,57.171003306663565,4.596294229733343,-3.708825621837377,182.52966455047374,181.92022731332526,-12.468582461092117,167.4889495862888,1.2389564302129243,10.0
102.77783258779658,94.4603767802942,62.61703282901743,186.5529507178714,198.5789224410271,174.4695367382194,-5.726666794440378,174.2786135621775,170.89724181904015,2.5261720960655,10.0
98.4083943207306,94.79049497468202,50.70544529506518,209.35883588201492,186.9074977162344,182.55486589871308,171.35896015263532,-0.6418326026272253,155.63894535433764,-1.9908220335272275,10.0
110.70771279130756,82.47238784939684,48.31630394344552,9.388809118095734,-6.699380161998938,192.0958843171815,-0.779574482577339,193.47310861521652,180.10187135056725,-26.437033375073028,10.0
103.42448678234955,96.390709498156,95.39300719393952,178.20573485160142,184.04714978605443,13.807001553336306,11.25552256690854,177.83302105255743,186.82883715961876,-1.7830809965534098,11.0
101.05948388598894,95.11697051321994,96.39089405868395,177.4415941210424,0.6201488208529488,171.44206955117627,2.192141709820255,176.31962816576015,185.0530076948783,1.5944888009437257,11.0
101.29082893080312,98.21616585969159,88.27370833272545,168.4243950975794,213.25659671637698,178.23709708921822,215.59568204508827,1.440390669305124,195.253402448607,-5.886669366180172,11.0
102.21253034851611,84.72025377552995,95.78637311920195,192.44023423857774,195.03926391905628,171.9061012083852,-1.2115717674285182,166.91721901951058,171.80793336416582,17.229415608743917,11.0
106.38498897412859,88.82245351410927,96.30762798365588,176.86240792096388,189.2861630381712,12.63497242822648,157.50126189235993,202.008857724627,175.39984700626985,-17.384171570037733,11.0
94.89118558930248,100.32164614934804,88.02562355501384,180.09109567678146,-15.83569301966641,198.8896728487162,192.85749334199545,10.83603281784357,194.8791142303806,-9.296224085078856,11.0
104.14046577910611,111.61506577159957,57.92218797960674,190.70028532195903,-3.183502349158784,189.52831572627628,-18.57964402825178,197.5245844746943,167.1082712869588,3.797604799228032,12.0
98.84466401477891,107.44986954187902,59.24616353983735,177.4000299233288,1.5140488999082349,180.19092593613632,179.9109201271331,1.3411634211900179,172.18328437630467,6.396456406096114,12.0
97.11890449217839,108.59467905338845,56.34135976655688,174.89245250283795,154.99949140885704,185.81646672844533,179.29718473737472,-14.49070111216429,163.97067467531346,3.924331163261429,12.0
97.20244350649104,116.99895583111788,51.254827128095386,183.98371573229167,185.0366851826815,155.7143924205357,171.39245207101044,189.65470398054035,202.45245573428676,2.2208201660210865,12.0
99.66144879390636,108.12894535293744,55.434568439466204,5.927862428322908,192.01004926812712,179.90730372643952,181.5370812212666,-5.187886252963782,171.29952699936703,-3.246622204472212,12.0
103.60628883341292,110.7712914617929,60.65663527639754,183.84817729099794,-11.124661349601057,163.00332391256907,-7.510756001568258,162.2381841181209,-8.312423216230577,181.0349172947327,12.0
97.04756149420939,111.00074811778705,61.38165824870954,162.70228386196317,-9.199901356790917,193.11201158228755,174.77848964163837,153.1136944290131,188.89056175008915,-16.431191224528504,12.0
94.53747130532132,103.39541780805256,63.96509369172681,167.1507319573194,181.3915723876471,4.213280932662689,-4.575535171716729,220.8839788847855,180.30889386743465,2.4177553369468407,12.0
108.1849346633516,107.5233631533732,57.69802823305578,189.0496195689114,139.68990545051977,23.33480645703817,178.81600912767655,197.52263670935133,218.76723179600697,-3.987575360891369,12.0
95.35024498253703,102.46927474905804,59.26590958929223,169.48081969901375,-3.5529956211426503,174.11122180378212,169.0823460214755,180.29439395201808,38.10413536350962,-4.251679788807334,12.0
99.2714525754475,111.56505343113436,53.88230985245415,168.6536849384674,183.6083597955209,180.682820422526,14.968223375959669,176.8439794433489,174.9870802768742,-13.45688604172316,12.0
101.99972389598689,110.60191703771754,55.44669184940345,190.0335513367535,197.60326694910967,182.75757792606797,174.81642423984493,-5.8876552611607025,167.26183647953258,-3.209836757469656,12.0
100.80132640892552,107.23316129831298,61.93857143166714,170.8240374703047,-11.541246632576748,187.4213140262511,5.937777903258439,184.20974173370004,198.30117830020467,2.5624538470486455,12.0
102.26758813591692,111.32738242352715,61.652169295321166,182.98375805272568,174.5465217404437,-38.25169070927088,169.65352445482583,152.06314531883584,213.5671218727424,-5.063653325443372,12.0
89.20903478270814,105.92380301667563,55.68270787992883,184.9512805747856,-76.21681810827617,177.34641637608286,163.41472293880545,221.3239620057704,159.12692084210732,9.476922515926807,12.0
80.83297087603289,51.89362417972309,107.93934797416486,176.3399715520723,188.17917198967257,6.833058047804411,0.394021654502524,169.40673231923515,176.57984589979037,-5.252503281195258,13.0
81.25147537099538,55.01185062166701,109.0569729539357,177.64339003568054,-8.316463320860779,177.08156221003404,-1.2925694084015673,179.06155853715538,175.3161313319157,-6.527564683180369,13.0
88.50819609713945,47.32541293898653,111.38898072789657,187.5046068235822,175.57096993817262,185.02129379643375,37.122313147081066,179.34659271528406,212.327640675882,1.5708337158099164,13.0
79.5353419057865,52.32576445116593,114.54338349642872,184.76655672418755,171.84160896568991,7.627994013142311,178.63013418005997,180.89831759921088,167.29565071363254,11.009112786990409,13.0
83.15363220222048,56.8889093415186,105.04596843886964,187.6912900842684,6.030217019521855,171.66718576277609,-12.196634172745329,195.90157001032892,187.52716442254237,175.0397874085387,13.0
79.84316418368651,50.22471121092136,104.78367458450711,204.87101738502656,-4.2180182172515535,169.52542472624563,-1.8122300248627272,177.50800842581558,163.88090052434313,11.69976522686112,13.0
78.56169317983233,59.562445652704255,104.25354555976692,202.3812968753681,204.07206093126248,157.3171128692106,-23.622290017314,188.5099637659845,178.3029504778492,32.415146593001474,13.0
80.24045899572155,52.05377900211193,102.24889192191732,160.54493932053504,6.881157979208689,217.09156812507769,157.49767640940877,203.05011147557212,164.67613905614198,19.86778788030973,13.0
87.4150289238618,71.86397444062196,119.02251276087334,200.91704023159105,174.9806388800644,147.98579072129516,3.2270284560841533,193.54724759282743,180.88802902884456,-36.16287291178002,14.0
88.06887259641624,63.14965075954632,119.33661264873069,177.05097560306828,7.4312682802153835,183.43161006112405,-27.978441997730155,169.71016064589048,172.07060730340342,-1.520052986216112,14.0
88.61616064658635,70.83615864671884,121.15295158530216,190.42636330211664,182.86793170232872,-16.382931454226437,176.93226919953324,173.8090894085212,167.96725814925833,7.7256505529083945,14.0
94.61337734317635,70.65831937940104,126.9606332695384,168.90852347312824,175.6632865809474,183.95068931412428,185.3268515282316,176.3923854267307,181.227537465371,-9.027211556506538,14.0
86.78398538124019,68.7154231525286,117.96057209152582,186.6599570713936,197.6664126390872,18.181484493704563,2.855741769416939,137.4678587014492,159.42979005040718,5.800743540937853,14.0
88.59333631388259,60.47058717728122,118.83959990820622,179.51044763510043,-12.321862691927768,80.51656568674395,22.6464892607272,167.279451142971,170.16436571292942,4.193611916824486,14.0
90.73405802173045,68.81340093287788,119.01754100928498,179.53395227954584,-11.280259522125972,167.7282342525078,11.448551873028528,175.34425902505336,178.74066721074067,-10.877165413261315,14.0
88.1585324527905,66.07597460660291,129.2174371424806,190.3866596338117,199.2574518909339,-6.3337494478432665,9.498493631436542,202.07010179102173,194.05461384286505,-16.767647299249614,14.0
115.29376208059321,103.91540106949344,108.51041915966772,187.29239351307402,1.288190125503164,179.0054390926693,-6.030278369437236,175.61171144548385,189.86836183678074,-3.27090876403494,15.0
112.34696289147136,109.26230655376048,105.60744927878322,187.25292806125057,199.0594872469116,-6.4357379739518565,166.50807345708566,187.06037372569358,170.05084633437815,7.957368858805916,15.0
110.89266131084526,106.87116062797088,110.2072071904999,180.34694652408996,195.04347840001907,190.96028131483575,173.92346912489438,-26.951558179021234,174.59458165593958,38.50402048570889,15.0
106.39906312552569,113.2936427848839,101.46878557159324,-7.085511254310549,21.26130073870093,203.3724682621828,167.79107210801948,-10.514851569623884,189.58653872138203,-3.083951136673528,15.0
107.80308238945422,102.32339670798709,106.267467461746,-7.224807527777915,-0.2367888401050827,166.3910758076882,20.838228585090523,198.20561580369304,180.93482066031152,9.909181560897824,15.0
110.50795299924079,107.13374486702888,107.96473028098156,178.9544681500478,181.47842059038726,3.4457765631165174,-0.5323091819558088,181.41059721018038,168.3340403263188,-2.5230549493060823,15.0
112.24722180894484,108.25151739668065,112.22433059433133,193.24408147392262,177.74086767599604,169.21760115904183,-6.296134386749263,194.85728139802487,188.35972431582255,8.042316565217762,15.0
108.17535933883094,104.32467626129974,103.45747977299622,186.93606233638428,-5.322393066398937,192.15590815498575,150.6616258377946,173.12857446423666,209.32112182156263,-7.659084430397992,15.0
109.49173295950072,113.03400873786042,105.44517469945518,175.55393309344245,180.50505102175785,183.78053903745985,171.771642502795,152.50904941096445,147.19683212304827,-4.550775457450301,15.0
110.97048115107468,112.88490538995656,99.86948689393463,162.68347954889236,13.07883047257597,174.98230646294255,195.4647448443642,-11.429445563769407,175.3716527397916,8.986043194495034,15.0
103.09119735689488,107.70075491847548,112.03936270600614,161.00370122925568,-2.9153859428555005,178.06327618989482,-11.329489089190442,154.17948153967168,15.0663528827389,149.60169135335127,15.0
