23-24-32-37,24-23-31-36,42-43-51-56,43-42-50-55,61-62-70-75,62-61-69-74
10.574845961661747,-171.75807307385168,-169.85171601895638,162.0344857189781,175.68076295960265,-12.947748823742067
19.936544513913244,177.85333422988995,-173.23541587533384,153.60175466429257,-165.13825315024076,-7.039847176081979
22.42986525547856,-174.25395719022157,178.57897653591837,-176.54253567101924,-167.73864984024164,-0.17569651016163898
-7.315824089859724,169.90442511640754,-168.82167906342679,-163.81134758696962,-157.3812520266797,-15.534900420744107
0.79724101550835,176.9571933027803,-172.88133549090497,-166.87207147636076,-175.70624879017615,-20.061462143617476
4.746397070289077,-161.9808545926252,176.46640261336657,-173.66816650941283,145.08759265207132,18.654854616736053
-4.246892013847494,157.0914462998494,-146.1286665391317,165.4266570852567,-165.24951809833274,-1.9004393540994782
4.93037780093997,-165.30325899849328,157.7185940185116,-175.33478077782684,-170.0628122501931,21.752208016266998
17.33812768782867,150.9824042216628,-170.25661082976737,142.66484538700814,-156.66512147289535,-1.9503397970252643
35.240419556163246,-164.58630492414858,167.85528774414033,154.94439548942157,-176.28051054598967,24.686554876283026
3.746396217646278,-167.60410405629545,-169.8091779403345,-169.57932316481464,-173.77345142240273,1.6542422578023461
22.675811357873343,-175.3629807700922,-153.95195541726514,-177.51377309718964,145.85830460794554,-17.079366482337054
10.727050509892415,-166.1780564202709,-161.265265675045,-158.27124170674412,167.39921825684848,-6.751355291591922
-10.426143912592481,-167.0282854456607,170.99715286196434,-177.19880863227976,-163.1958240880378,-21.833502618036395
-4.423576007667555,-153.0484042305631,-167.13511119486097,-153.27923926020762,-164.57564943533367,-7.345740532735628
3.401924188193754,-162.0656054820574,-163.5075586926835,174.37382390296105,-132.32352072781632,-27.217776629669945
12.241273372754186,-172.94927995916495,158.11079653780456,-138.22785838094987,173.2267452743509,8.39661054216248
19.076886788872933,173.99116868752049,-51.82128999110241,-155.00567493656018,-167.41949240849394,0.8508396987607206
-19.119012167905908,172.66190879142815,14.972137808498683,174.5112195627224,-178.0073487667885,-35.642889514847745
9.968538994380197,-178.12978647276103,12.791187108089131,-174.03686344538184,160.69198444341723,9.755097563327764
-14.138718936567999,142.52122684386325,4.062769926047547,166.48902658224029,-167.60120602926202,9.50979974878106
40.76459316965403,178.2284503203889,-44.24040536402567,-165.33773291891328,169.1725586569956,-1.2706416572195924
-0.5937520143607578,161.7286032830103,36.1325373687302,156.579505465941,161.66388926258568,-28.958814725524118
-18.514751306176244,155.61379833360198,-3.472941031065278,-152.0114870687167,-179.56052184476437,-0.72204431775449
21.480032026408853,160.26040501212023,-7.771210931907682,168.805187152911,-170.03722671590194,-0.1973370022608624
-11.247010775455268,175.86759305238095,15.563629726034947,167.56968600113422,-174.43969201344248,8.811693609709904
-11.212608079200246,-169.1621472114683,39.61298933204232,-177.71943171062355,-172.02290292199436,-13.77374227523408
-52.75021684367273,154.31091424487298,-13.797959039330735,-178.7539785175508,-174.569125613249,5.512018317754656
12.329258731802023,176.80872049726312,1.937614389519202,170.32830021595132,179.88240277599778,-21.653548757414825
5.014879276120785,169.8282566462027,-4.435892672372841,169.0421301235094,-179.44692830369033,-3.26424284414796
-6.425936793838283,-164.59309312166425,-4.3249586942899665,-177.50680894548563,164.54304226196976,17.109599643505682
13.316328272400765,162.39846756357974,19.824087265520557,179.26948611641023,173.71887525404992,4.561133138296303
5.211687421126906,157.84486293327956,12.690387273778532,170.91578466838982,179.120596647767,-25.07987912802449
3.5912637196112445,-160.1407691132505,17.978975234484533,-170.2378704639909,-178.58980313733517,-15.242680119921939
-4.989948156491924,-164.07218923897094,-2.616642062977279,158.70150733694436,-174.43065091981526,-7.797485852744145
5.543353445382948,-169.58027399499926,-11.665525513055956,-162.96605945169588,171.86926193007298,22.071571584056038
-12.684180795442481,-168.20750512773964,-3.605247576355428,-175.77987697898826,-173.19802254166837,9.816707635992723
3.662900003613271,163.71923523305531,3.114426226077242,-169.51494336403084,-163.51289277437667,-3.8791961471383534
