1-6-13-18,23-24-32-37,24-23-31-36,42-43-51-56,43-42-50-55,61-62-70-75,62-61-69-74
174.31079044510273,-3.5154001845353195,167.067720325811,7.5667188654452495,-168.41972348385912,-164.9134395031283,-10.962824960725582
177.66003543460934,-8.19351969983325,-171.00255243802593,7.925998861895282,-173.33340524623338,-175.5869737285334,16.457507875225346
160.99261088476257,5.358951094710741,-179.58160724654854,5.428732775900146,-165.1299439583329,179.83481981980717,-7.404349030446987
171.3924837027732,-36.39812195297739,-164.92272107577648,0.11461031537612922,165.1212850015767,-173.49098556611287,-14.311734521940632
168.2888012638454,0.10331790702088835,-155.36891550998362,-18.477854701900046,-167.0208384143978,-174.15326822330803,14.462770351609734
170.91198007223676,3.258510826774908,-179.4680169459721,33.62824748433959,170.83666825286573,-169.2172726090693,-2.51589078698897
157.32880816988464,8.586516307899217,164.51515307132522,39.09650041445626,-157.46641725680212,-154.5358823944284,24.18204737555477
167.83721994596317,-5.462539543315561,165.67078331098716,4.577780267347942,-169.46877563246179,-167.00283233835694,3.3265424736783067
-170.78961887415917,4.572045462681274,174.84042574476703,18.29012846546024,-177.82787802876422,-171.8759111776307,-33.976997630680856
161.8582076717767,-17.242499528255344,162.96158509733644,-11.851728320440406,164.03339990155348,-176.67281660138488,-11.747150293052798
150.18565709024003,10.386693768017562,-166.01812457137038,6.768296723436364,177.4683052187314,-169.15832890074736,2.9045662006066313
161.97179851089516,-17.956685604926296,-178.64573585438782,3.8708832394932715,-166.72011517873645,-162.73323560390457,4.621142155902932
160.60536489258288,-18.049608341590158,-168.04894386651497,-8.54498223488399,-171.94497167256498,173.20824133192738,5.196401355037597
-170.06384685738553,-20.776948290884448,-169.88813405610338,15.61973117869543,-178.91183069487826,-170.53765485083036,-4.261892767519798
166.94446239264556,-6.4314471130011714,179.92027292687854,-10.99235689606503,176.054698219268,176.14411314690014,-10.224235012334084
156.67449470773593,-5.270749318033669,-178.47093330920967,-13.057140292036566,174.53007775452352,-179.70704700115067,6.494002048281991
170.4590106421615,-11.006791441392187,-175.35669153361778,10.952084728562388,164.4650216289851,-156.93695126067485,-6.03601905913733
177.80667053458862,-4.948185568125485,-174.39879040660517,10.96796770536788,-160.56429639600825,164.21716680374172,-14.086252553370173
176.0763421154675,-9.717172579599287,160.99908051353302,2.273144545411271,-176.00419174702554,153.2390199702941,-10.1067270320739
-171.10310313202717,7.730975044215406,167.22012138992503,9.94980028616043,175.29143157178993,-179.10859359375544,-3.774298227765634
141.93293539426458,-18.424998098890182,-165.93507659820418,-10.437729746894505,177.89391462276774,171.58181608957108,9.600332593425382
-173.84593266839704,7.49779588265464,-176.17072526758506,-20.502285528713465,172.5252183212235,-148.83180066025847,0.32802619292638296
-148.97924923898537,-5.908965507499123,-175.58429368906872,1.595534793250409,-154.72136609416856,179.47891594773577,-1.0632083447363183
-164.9307259024682,-2.4323621403453597,155.38927571294167,-2.9069236597912056,-176.45737935784013,-168.08465735189702,5.916745686953501
164.6942552911098,-13.121487620964597,-175.0810995456235,10.76064763495668,176.22993583574146,-175.6535625855705,13.550390612031432
163.48246320243155,-20.59509905080797,157.51988082696218,8.128887771806088,165.9572772235799,175.96735496231219,10.740001994612783
162.2439031137096,-24.70235846728779,164.79816486474368,4.35342845645672,164.85443430086247,164.11792197141548,-10.47513248759676
176.46871597741486,-43.57161917629263,175.05967344706315,0.3621083307431327,-171.13926550877713,-161.69685307186518,-27.45483462903776
-146.92856659599644,13.915042706708993,177.86117529332134,-2.2067984534461895,-176.67370657181237,167.8539797615412,-2.0500101020040318
-174.85389231331052,3.662752767595589,-158.44850031565989,6.9315266888250315,171.55639922345742,-175.56015369008233,-10.348030986505144
176.36897687254833,-5.049748345982974,175.82210518553583,-14.772596945190164,169.36670473696202,-160.0093524570679,6.851686377075647
176.03625502765232,-0.2574224313235847,164.93815239524116,-11.967795365742507,-155.20293421024246,-171.5263334402971,16.001364076561316
-172.54944318911586,9.755797213937853,-173.0849311034297,9.260579323965686,-173.28168865490312,-167.6565580218612,17.485442567177774
