alpha1,alpha2,alpha3
48.18293821322993,61.52349695250638,61.49938421895447
51.05622078193539,56.86056929570416,68.3426997160609
64.08094729550743,65.00068431313841,80.19080792513986
66.19856337042872,71.82029177884702,57.66510194382936
58.267066505260416,55.11609577471144,67.51636070397012
72.90082329239223,56.78267591668457,81.12943613370344
62.00922633146171,58.72375600754779,108.8728053571243
63.01109348954726,97.45185868939276,79.81101020144358
64.6867258741352,111.07758207833429,66.48983049093394
73.18391709829352,103.99911041751142,53.68415119305397
59.74197503744744,122.39671467809103,82.26424345624919
71.83550747855652,119.80841127565554,103.79473831943288
95.06013649578307,103.6679721652603,126.94827014737189
120.01416502599139,101.22860701600811,100.93656609747687
65.98057890143845,120.24886469329292,116.49095419803025
91.93218447171738,85.49545857417998,113.45339407951593
128.73921659148183,54.846528377116755,94.38140484627561
113.72129998133745,109.92343154872836,53.33202101931479
123.3805226183924,98.8478409197844,85.15727295662396
122.13889106747804,122.60272778462848,102.60588399493294
109.93633597172365,113.84658239723264,128.72814761054772
85.87466411429708,120.9652464942902,117.46072732656063
83.45150497375997,63.886276414764716,127.95098276721299
69.90434076910387,95.76982819864986,46.44415481699771
79.4194394627097,55.25201170395531,86.3309260519877
77.76287638641327,93.50561090337976,117.71480693433361
141.43851030736653,117.58739540959895,121.95813655773635
101.38141294171174,116.90157194810998,110.22894225657679
116.45949674802068,59.2796205899231,114.76134558861135
66.85885960754506,108.93450744490166,68.43411505728386
55.5628103683148,100.2549657760212,96.07029334008156
58.70626026598632,60.30145299084645,105.4463143228124
82.41705941928242,66.59054879175264,77.89059412189881
68.29322601417906,60.89707777944688,65.95376909320093
124.7111450243112,93.69076187906651,65.26105343662917
68.61132765598816,114.98354100272591,70.64487156322578
70.30258760973408,131.36366944253575,105.27566820475037
69.14607926651574,113.19858322626034,50.22194923684059
53.10534341121426,56.19525855028273,88.89967843157991
62.194703827557426,77.56502959291879,105.19184551442656
124.70435301644311,58.79113027029842,102.80256000312674
90.5503960666017,123.21606468156249,73.48691871059316
61.45822358814157,83.98026952104115,86.28950850325873
51.110256805839285,67.73563911542533,60.96818534019364
69.44075365182832,62.3733177513265,89.77054167936983
70.18272976760315,74.03118432301517,117.45971867485775
84.25822056210674,117.59346474438594,97.82143222360015
56.10217367116582,94.3509892660159,121.6811798028935
72.77225851503448,109.24046515509454,73.97446805990926
39.58462497801589,79.65954911442292,76.35081214636322
44.14688965308683,61.458109116754116,92.10221734390956
66.84532344976844,85.22684329160737,86.75162705158775
57.828503185334576,59.59868833655165,118.44913798516461
58.621944753257665,85.52265879838104,106.31882568014828
53.03335099225921,87.42113168332685,132.12097599040456
60.31586541659087,70.66048586812094,94.26539412785732
78.53204724462485,74.23061811246598,59.254669110115
57.968145207640525,53.16389709244709,76.86107075981452
109.42973475617923,55.90340049934869,54.21454658214869
119.21948111422766,71.92295172796788,72.41452807348863
123.92264444472232,65.06708639766477,64.78214600131493
102.51873701388443,62.0307405007618,60.03794286036358
66.77822484542281,66.82851947092631,59.043944671410706
66.59328855060969,62.69297512549112,65.53060737108885
60.65872112756094,61.14805481135396,94.74728159442368
59.47481543676065,79.12881935534251,116.03132109660768
63.022908668592834,114.99802783928149,118.47535916305233
72.84071515000088,112.76053454500159,120.6418570317389
67.87531800652616,117.49737409132679,85.81485647435993
59.187947429079735,96.26890030406891,49.70026479524115
56.26015956298381,55.58383561346292,97.71705823739725
60.16202186928,70.435610473118,65.10115125305266
45.30266111250662,83.81602568236491,70.5642176928998
55.89859129075699,70.57036452776106,84.82063270356647
84.30633574351202,75.50436550108779,68.11259842312576
52.12691049217373,68.1379587286486,77.50059412027043
82.13114998981331,61.812931700468454,60.58365150102253
76.48547137075776,74.30118058998335,69.07043783497322
56.350907299831334,68.38525334312276,105.10709982998789
79.22008459118658,77.52576487870328,87.48962855707008
61.476665189328116,53.992009627452866,60.28684524821151
66.70919596994474,60.3100957415201,51.69821252136039
79.7078925687541,59.79625378112337,67.97043293427122
58.2776579461405,71.7224192647824,113.07320147886465
89.87573994895192,52.91327493664697,97.04396053117777
96.13925482119329,61.95528815922369,52.90124311367462
72.92995829005547,87.4946304620491,84.61450340299609
73.44724930200304,100.1136253075114,82.87875197508372
60.032961857272085,101.9809043679126,67.39943123591922
60.090312145860835,102.52851704350292,90.58749788901909
62.67405078921252,118.04198866556347,116.02796581126559
63.72589696074612,112.5473423484957,108.66142887414216
84.2350219265327,112.46400968220513,103.25792881567077
65.34752279506638,119.23842266720814,115.01532574125733
116.97481530561889,99.48250235618647,114.33476763666252
118.51669266740521,128.45709963984024,118.438665427527
101.34560194480814,131.7398286809799,105.56355946231359
90.88031080016825,123.139097078901,100.12479019254525
68.9429619489222,123.91536360460074,111.07730879932271
64.96104715899389,100.22059487439898,110.09657419781135
78.31109746908794,88.3216099905,131.07249695527423
65.92576328904609,109.77648613177152,107.66253041795895
68.81860629474039,108.79196025056712,63.61828144820006
60.6866691324798,102.38089906674655,70.03710318005311
84.94780327368112,113.46733689121433,50.72784335040956
69.53849928055124,112.1898505220224,64.28628042916121
72.14846005272985,106.0974691133768,69.70569068644572
62.44111495405558,110.35910378657621,67.58787307066942
82.91629312293328,106.57138638367721,74.44260407040234
73.18996994923451,114.11585155580262,66.5636608474702
68.37813430631755,119.69163045119295,63.779791603562984
70.8774842867038,102.42664943537004,103.27078845588956
116.62792931778489,49.223067617690795,106.61003344448504
114.83929283427591,63.244710968676436,86.156094145425
120.42049357384515,67.65246388643416,57.52248820971051
110.36155160081988,46.54584348693497,84.41541063577436
100.54893476016186,70.32159746524383,82.1788237630433
130.04584113419472,69.14854038324584,64.66018833158142
64.48330089851041,52.51153827380105,67.09437395923314
71.96632913134785,57.56115439928595,69.29191663555794
